License Number,Facility Name,Street Address,City,Parish,Facility Phone Number,License Capacity,License Type,License Status,Age Range,Operation Days,Director,Director Designee
10702,"First Years Early Childhood Development Program, Inc.",417 Bertrand Dr,Lafayette,LAFAYETTE,3372373206,185,Type I ,Open,4 W To 12 Y,Monday From: 06:30 To: 17:45 / Tuesday From: 06:30 To: 17:45 / Wednesday From: 06:30 To: 17:45 / Thursday From: 06:30 To: 17:45 / Friday From: 06:30 To: 17:45,Kathy Aycock,Wendy LaVergne
10819,St. Mary Parish- Winnie the Pooh,120 Francis Street,Amelia,ST. MARY,9856312931,17,Type III ,Open,2 Y To 5 Y,Monday From: 07:45 To: 14:45 / Tuesday From: 07:45 To: 14:45 / Wednesday From: 07:45 To: 14:45 / Thursday From: 07:45 To: 14:45 / Friday From: 07:45 To: 14:45,Cynthia  Prince,Kaylah  Benjamin
10827,AIMKIDZ 1,15084 Airline Hwy.,Prairieville,ASCENSION,2256734966,100,Type I ,Open,2 Y To 14 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Tammy Miller,
10841,Kids Only III of Lafayette,224 Julian Cir,Lafayette,LAFAYETTE,3372342273,54,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 17:45 / Tuesday From: 06:30 To: 17:45 / Wednesday From: 06:30 To: 17:45 / Thursday From: 06:30 To: 17:45 / Friday From: 06:30 To: 17:45,Milaine Porche; Naomi Lubin,
10850,Creative Children's Learning Center,11375 Stan Ave,Baton Rouge,EAST BATON ROUGE,2252759355,80,Type III ,Open,4 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Celie  West,
10884,College Prep,6186 Jonesboro Rd,West Monroe,OUACHITA,3183259700,108,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Kathy Crowell; Kelly Griffin,
11049,Mom's Helper Daycare Camp & Preschool,190 Hamm St,Farmerville,UNION,3183682081,70,Type I ,Open,6 W To 12 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Lisa Allred,
11070,Balloons & Lollypops,209 Sierra Ct,Metairie,JEFFERSON,5048362464,42,Type II ,Open,1 Y To 7 Y,Monday From: 08:00 To: 17:30 / Tuesday From: 08:00 To: 17:30 / Wednesday From: 08:00 To: 17:30 / Thursday From: 08:00 To: 17:30 / Friday From: 08:00 To: 17:30,Larrine Reyes,
11110,LSU Early Childhood Education Laboratory Preschool,4001 Gourrier Ave,Baton Rouge,EAST BATON ROUGE,2255787882,192,Type III ,Open,6 W To 17 Y,Monday From: 07:15 To: 17:15 / Tuesday From: 07:15 To: 17:15 / Wednesday From: 07:15 To: 17:15 / Thursday From: 07:15 To: 17:15 / Friday From: 07:15 To: 17:15,Cynthia DiCarlo; Kamille Watson,Lataree Spann; Corinthian Henley; Ursula Pursley
11177,Debbie's Wee Care Inc.,3037 Colquitt Rd,Shreveport,CADDO,3186878087,99,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Jodye Vincent; Debbie Wadsworth,Robbie Peterson
11268,Kid's World Childcare & Learning Academy,2880 Hwy. 20 West,Vacherie,ST. JAMES,2252654287,82,Type III ,Open,5 W To 12 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Laura Mayho,Tameeka Ross
11277,Rosary Child Development Center,5100 Willowbrook Dr,New Orleans,ORLEANS,5042541528,156,Type II ,Open,1 Y To 12 Y,Monday From: 07:15 To: 16:30 / Tuesday From: 07:15 To: 16:30 / Wednesday From: 07:15 To: 16:30 / Thursday From: 07:15 To: 16:30 / Friday From: 07:15 To: 16:30,Thu Ha NGUYEN,
11305,Stepping Stones Developmental Center,125 Choctaw Rd,Thibodaux,LAFOURCHE,9856335001,69,Type III ,Open,6 W To 16 Y,Monday From: 06:00 To: 17:30 / Tuesday From: 06:00 To: 17:30 / Wednesday From: 06:00 To: 17:30 / Thursday From: 06:00 To: 17:30 / Friday From: 06:00 To: 17:30,Lourdes Martinez,
11393,Country Day's Early Childhood Center,303 Woodvine Avenue,Metairie,JEFFERSON,5048314523,125,Type III ,Open,12 M To 5 Y,Monday From: 07:30 To: 17:30 / Tuesday From: 07:30 To: 17:30 / Wednesday From: 07:30 To: 17:30 / Thursday From: 07:30 To: 17:30 / Friday From: 07:30 To: 17:30,Whitney Brooks,Erica Lund
11480,Jack-N-Jill Day Care Center,308 1st St NW,Springhill,WEBSTER,3185393204,30,Type III ,Open,6 W To 5 Y,Monday From: 06:45 To: 17:00 / Tuesday From: 06:45 To: 17:00 / Wednesday From: 06:45 To: 17:00 / Thursday From: 06:45 To: 17:00 / Friday From: 06:45 To: 17:00,Jan Lee,
11499,Creative Minds Preschool of Youngsville,822 Fortune Rd,Youngsville,LAFAYETTE,3378577224,188,Type I ,Open,6 W To 12 Y,Monday From: 06:45 To: 17:45 / Tuesday From: 06:45 To: 17:45 / Wednesday From: 06:45 To: 17:45 / Thursday From: 06:45 To: 17:45 / Friday From: 06:45 To: 17:45,Amy Roberts; Elizabeth Frederick; Rose Smith,
11510,"Bright Minds Academy, LLC",6836 Bundy Rd Apt D,New Orleans,ORLEANS,5043096056,65,Type III ,Open,6 W To 12 Y,Monday From: 07:00 To: 17:00 / Tuesday From: 07:00 To: 17:00 / Wednesday From: 07:00 To: 17:00 / Thursday From: 07:00 To: 17:00 / Friday From: 07:00 To: 17:00,Xiomara Smith,
11588,George Cottage at St. Martin's Episcopal,225 Green Acres Rd,Metairie,JEFFERSON,5047369901,126,Type II ,Open,8 W To 5 Y,Monday From: 07:30 To: 15:30 / Tuesday From: 07:30 To: 15:30 / Wednesday From: 07:30 To: 15:30 / Thursday From: 07:30 To: 15:30 / Friday From: 07:30 To: 15:30,Megan Mathews,Shawn  Aucoin; Tiffany Laird
11679,Allen Action Agency Oberlin Head Start,116 N First St,Oberlin,ALLEN,3373699947,40,Type III ,Open,3 Y To 5 Y,Monday From: 07:30 To: 15:30 / Tuesday From: 07:30 To: 15:30 / Wednesday From: 07:30 To: 15:30 / Thursday From: 07:30 To: 15:30 / Friday From: 07:30 To: 15:30,CHENITA KIRKLIN,CHERYL LANTRON
11683,Strawberry Castle Preschool,190 S 9th St,Ponchatoula,TANGIPAHOA,9853866381,166,Type III ,Open,1 Y To 15 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Dianne Milton; Melanie Gill,
11685,Delta Community Action Head Start Lake Providence,300 2nd St,Lake Providence,EAST CARROLL,3185592450,152,Type III ,Open,3 W To 5 Y,Monday From: 07:30 To: 15:30 / Tuesday From: 07:30 To: 15:30 / Wednesday From: 07:30 To: 15:30 / Thursday From: 07:30 To: 15:30 / Friday From: 07:30 To: 15:30,Martha Thomas,Elizabeth Threats; Pearlina Henderson
11703,Ascension Christian Early Learning Center,10473 Airline Hwy,Gonzales,ASCENSION,2256443110,235,Type I ,Open,6 W To 4 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Natasha Sims; Natasha Sims,
11744,EBRP Freeman-Matthews Head Start Center,1383 Napoleon St,Baton Rouge,EAST BATON ROUGE,2253878531,180,Type III ,Open,3 Y To 5 Y,Monday From: 07:30 To: 16:30 / Tuesday From: 07:30 To: 16:30 / Wednesday From: 07:30 To: 16:30 / Thursday From: 07:30 To: 16:30 / Friday From: 07:30 To: 16:30,Sherika Martin,Karimah  Carrell; Tierney Payne; Barbara Varmall; Cynthia Gardner; Melissa Mims; Kanika Coates
11784,Small World Daycare,117 Ovide Rd,Carencro,LAFAYETTE,3378965712,66,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Emeldia Francis,
11815,Angels Among Angels,103 Craig Street,New Iberia,IBERIA,3373670738,55,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Artesha Armstead,
11842,"Four Stars Childcare Facility, LLC.",14985 Highway 90,Paradis,ST. CHARLES,9857582123,142,Type III ,Open,6 W To 16 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Amie Knuppel,Denise Matherne
11889,My Friends and Yours Learning Land,1275 Estate Dr S,New Iberia,IBERIA,3373640150,39,Type I ,Open,6 W To 12 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Nicole Gaspard,
11894,Mimi's Preschool Inc.,1300 Saint Mary St,Scott,LAFAYETTE,3372326100,82,Type III ,Open,4 W To 15 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Lori Webb,Maglin Ollison
11918,Calcasieu Parish Head Start Programs-Brenda H. Hunter Head Start,2200 Elder St,Lake Charles,CALCASIEU,3372174213,262,Type III ,Open,2 Y To 5 Y,Monday From: 07:00 To: 15:00 / Tuesday From: 07:00 To: 15:00 / Wednesday From: 07:00 To: 15:00 / Thursday From: 07:00 To: 15:00 / Friday From: 07:00 To: 15:00,Michelle Joubert,Ranyel Trent; Ashley Simmons
11949,Mother's Choice Child Care Center,621 Shadyglen Drive,Baton Rouge,EAST BATON ROUGE,2252729656,102,Type III ,Open,1 Y To 10 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Donna Blackwell; Donna Blackwell,Erica Machen; Rita Robert
12024,Webster Parish 1-2-3 Head Start/Early Head Start,2050 Mason Dr,Haynesville,CLAIBORNE,3186242157,50,Type III ,Open,18 M To 5 Y,Monday From: 08:00 To: 15:30 / Tuesday From: 08:00 To: 15:30 / Wednesday From: 08:00 To: 15:30 / Thursday From: 08:00 To: 15:30 / Friday From: 08:00 To: 15:30,April Waller,
12039,Kennedy's Child Care Academy,715 Franklin Ave,Gretna,JEFFERSON,5043098671,39,Type III ,Open,6 W To 12 Y,Monday From: 07:00 To: 16:30 / Tuesday From: 07:00 To: 16:30 / Wednesday From: 07:00 To: 16:30 / Thursday From: 07:00 To: 16:30 / Friday From: 07:00 To: 16:30,Anita Kennedy,Trenisha Aguillard
12097,Kids' Corner Preschool and Kindergarten,600 Jung Blvd,Marrero,JEFFERSON,5043414003,57,Type III ,Open,12 M To 14 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Jessica McClendon,
12170,Yaamahana/Chitimacha Child Development Center,410 Seminole Drive,Charenton,ST. MARY,3379230100,79,Type III ,Open,6 W To 7 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Kaylyn Martin,
12175,Ships Ahoy Children Academy,1639 Ryan St,Lake Charles,CALCASIEU,3374940280,99,Type III ,Open,6 W To 12 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Donna  Guillory; Stephanie  Smith,Shayla Lemonia
12220,ABC Academy,47275 N Morrison Blvd,Hammond,TANGIPAHOA,9853408860,171,Type III ,Open,4 M To 13 Y,Monday From: 06:15 To: 18:15 / Tuesday From: 06:15 To: 18:15 / Wednesday From: 06:15 To: 18:15 / Thursday From: 06:15 To: 18:15 / Friday From: 06:15 To: 18:15,Shirley West,Brittney Anderson
12302,Kids in Motion Daycare Inc.,11026 Laird Ln,Denham Springs,LIVINGSTON,2256657931,93,Type II ,Open,6 W To 6 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Kelly Juban,Cynthia  Raphael
12354,Temple's Preschool Education Foundation,4200 Marigny St,New Orleans,ORLEANS,5042883600,46,Type III ,Open,12 M To 12 Y,Monday From: 07:00 To: 17:00 / Tuesday From: 07:00 To: 17:00 / Wednesday From: 07:00 To: 17:00 / Thursday From: 07:00 To: 17:00 / Friday From: 07:00 To: 17:00,Olivette Temple,Erin Temple
12363,St. Matthew the Apostle School,10021 Jefferson Hwy,River Ridge,JEFFERSON,5047372887,172,Type I ,Open,6 W To 4 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Clara Reed,Amie Hunter
12389,Montessori and Me,15631 Fischers Ln,Ponchatoula,TANGIPAHOA,9853863967,100,Type III ,Open,6 W To 16 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Debbie Parker,Rechelle McDaniel
12401,Gethsemane LaPetite Early Childhood Development Center,701 E Pinhook Rd,Lafayette,LAFAYETTE,3372332750,100,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Julia Steward,
12422,First Beginnings Child Development Center,500 Common St,Shreveport,CADDO,3184296890,286,Type III ,Open,8 W To 12 Y,Monday From: 07:30 To: 17:30 / Tuesday From: 07:30 To: 17:30 / Wednesday From: 07:30 To: 17:30 / Thursday From: 07:30 To: 17:30 / Friday From: 07:30 To: 17:30,Amanda  Storer,Vanessa Merritt
12438,A to Z Preschool,31015 Hwy 190,Lacombe,ST. TAMMANY,9858822209,93,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Shella Carver; Cathy Rodriguez,
12531,Zachary United Methodist Church The Little School,4205 Church St,Zachary,EAST BATON ROUGE,2256547695,108,Type I ,Open,6 W To 13 Y,Tuesday From: 06:30 To: 16:30 / Wednesday From: 06:30 To: 16:30 / Thursday From: 06:30 To: 16:30 / Friday From: 06:30 To: 16:30 / Monday From: 06:30 To: 16:30,Elizabeth Inzenga,
12563,Calcasieu Parish-J.D. Clifton Head Start,100 N Prater St,Lake Charles,CALCASIEU,3372174215,108,Type III ,Open,2 Y To 5 Y,Monday From: 07:00 To: 15:00 / Tuesday From: 07:00 To: 15:00 / Wednesday From: 07:00 To: 15:00 / Thursday From: 07:00 To: 15:00 / Friday From: 07:00 To: 15:00,Michelle  Joubert,Catherine  Boyer
12564,Calcasieu Parish-J.I. Watson Elementary Head Start,201 E First St,Iowa,CALCASIEU,3372174670,18,Type III ,Open,2 Y To 5 Y,Monday From: 07:00 To: 15:00 / Tuesday From: 07:00 To: 15:00 / Wednesday From: 07:00 To: 15:00 / Thursday From: 07:00 To: 15:00 / Friday From: 07:00 To: 15:00,Michelle Joubert,Patricia Reder; Alishia Vallien
12567,Calcasieu Parish-Dequincy Primary Head Start,304 McNeese St,DeQuincy,CALCASIEU,3372174650,39,Type III ,Open,2 Y To 4 Y,Monday From: 07:00 To: 15:00 / Tuesday From: 07:00 To: 15:00 / Wednesday From: 07:00 To: 15:00 / Thursday From: 07:00 To: 15:00 / Friday From: 07:00 To: 15:00,Michelle Joubert,Shelley Davis
12569,Universal Children's Learning Academy LLC,5052 Highway 19,Zachary,EAST BATON ROUGE,2256549779,83,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Darlene Parker,
12613,Vernon Parish Head Start - East Leesville Early Childhood Center,203 Belview Road,Leesville,VERNON,3373371032,446,Type III ,Open,0 M To 5 Y,Monday From: 07:00 To: 15:30 / Tuesday From: 07:00 To: 15:30 / Wednesday From: 07:00 To: 15:30 / Thursday From: 07:00 To: 15:30 / Friday From: 07:00 To: 15:30,Kimberly Poe,Lotoria Gilbert
12627,"Kinder Garden, LLC",41079 Highway 42,Prairieville,ASCENSION,2253636201,133,Type III ,Open,6 W To 13 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Catherine Geeck,
12887,Little Angels Daycare,409 Cason Ave,Bastrop,MOREHOUSE,3182810600,74,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 17:00 / Tuesday From: 06:00 To: 17:00 / Wednesday From: 06:00 To: 17:00 / Thursday From: 06:00 To: 17:00 / Friday From: 06:00 To: 17:00,Jacqueline Martin,
12906,Family Christian Academy Preschool,8919 World Ministry Ave,Baton Rouge,EAST BATON ROUGE,2257683024,328,Type I ,Open,6 W To 4 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Sara Jarreau,Kristin Elliott Steele
12920,"Sugar 'n Spice Broussard's Preschool, Inc.",803 E Main St,Broussard,LAFAYETTE,3378391400,97,Type III ,Open,6 W To 14 Y,Monday From: 06:45 To: 17:45 / Tuesday From: 06:45 To: 17:45 / Wednesday From: 06:45 To: 17:45 / Thursday From: 06:45 To: 17:45 / Friday From: 06:45 To: 17:45,Alexis Stoute-Desormeaux; Heather Robin,
12947,Kidz-N-Harmony Early Learning Center,222 Mount Harmony Church Rd,Ruston,LINCOLN,3182554525,78,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Kejuania Mosley,
12957,"Tons of Fun Daycare and Preschool, LLC",1772 Highway 749,Opelousas,ST. LANDRY,3379424386,50,Type III ,Open,3 W To 8 Y,Tuesday From: 06:45 To: 17:30 / Wednesday From: 06:45 To: 17:30 / Thursday From: 06:45 To: 17:30 / Friday From: 06:45 To: 17:30 / Monday From: 06:45 To: 17:30,D. Renea Ford; D. Renea  Landry Ford,Demetria Landry Jacko
12966,Future Generations Inc.,3470 Martin Dr,Marrero,JEFFERSON,5043409870,77,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Deborah Cancienne,
12971,Glad Tidings Preschool,3400 Texas St,Lake Charles,CALCASIEU,3374789241,225,Type II ,Open,6 W To 15 Y,Monday From: 06:00 To: 17:30 / Tuesday From: 06:00 To: 17:30 / Wednesday From: 06:00 To: 17:30 / Thursday From: 06:00 To: 05:30 / Friday From: 06:00 To: 17:30,,
12976,Living Way Instruction Zone,17013 N I 12 Service Rd,Hammond,TANGIPAHOA,9854291177,61,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Rhonda George,James George
12999,Nay's Infant Center,587 Schexnyder Rd,Mansura,AVOYELLES,3182534854,36,Type III ,Open,6 W To 18 M,Monday From: 05:30 To: 18:30 / Tuesday From: 05:30 To: 18:30 / Wednesday From: 05:30 To: 18:30 / Thursday From: 05:30 To: 18:30 / Friday From: 05:30 To: 18:30,Tammy Manuel,Sherrlyn Lachney
13008,"Primary Colors Learning Center of Mandeville, LLC",330 Lakeview Court,Covington,ST. TAMMANY,9856740086,231,Type II ,Open,6 W To 12 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Wanda  Blanchard ; Linda Chatellier,
13011,Kid's University Learning Center,1824 Bonnie Ann Dr,Marrero,JEFFERSON,5043410471,52,Type III ,Open,6 W To 12 Y,Monday From: 07:00 To: 16:00 / Tuesday From: 07:00 To: 16:00 / Wednesday From: 07:00 To: 16:00 / Thursday From: 07:00 To: 16:00 / Friday From: 07:00 To: 16:00,Rita Kirton,
13064,Metairie Daycare & Learning Center,4501 Lorino Street,Metairie,JEFFERSON,5048883700,175,Type III ,Open,6 W To 12 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Kellie Bufkin,Nikita  English-Hill
13071,First Friends Learning Center,1109 Benton Rd,Bossier City,BOSSIER,3185885060,31,Type III ,Open,6 W To 12 Y,Monday From: 07:00 To: 18:00 / Tuesday From: 07:00 To: 18:00 / Wednesday From: 07:00 To: 18:00 / Thursday From: 07:00 To: 18:00 / Friday From: 07:00 To: 18:00,Felicia Polidore; Felicia Polidore,
13079,Second Baptist Christian Academy,910 N Acadian Thruway W,Baton Rouge,EAST BATON ROUGE,2253447561,114,Type III ,Open,3 M To 16 Y,Tuesday From: 07:30 To: 17:00 / Wednesday From: 07:30 To: 17:00 / Thursday From: 07:30 To: 17:00 / Friday From: 07:30 To: 17:00 / Monday From: 07:30 To: 17:00,DIdra Plain,
13096,Garden of Eden Christian Academy,3221 New Highway 51,La Place,ST. JOHN,9856520042,160,Type III ,Open,6 W To 13 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,JoNathan Williams; Sheletta Williams,Jacoy Payne; Temples Williams
13117,All About Kids,4075 Highway 80,Haughton,BOSSIER,3189490211,129,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Jeanine Johnson,
13122,A to Z 123 Preschool & Learning Center,1036 4th St,Natchitoches,NATCHITOCHES,3183540002,58,Type III ,Open,6 W To 11 Y,Monday From: 05:00 To: 17:00 / Tuesday From: 05:00 To: 17:00 / Wednesday From: 05:00 To: 17:00 / Thursday From: 05:00 To: 17:00 / Friday From: 05:00 To: 17:00,Aneesha Abdullah,
13126,Little Lads and Lassies Learning Center,38026 Highway 621,Gonzales,ASCENSION,2256733797,75,Type III ,Open,1 Y To 16 Y,Monday From: 06:45 To: 17:45 / Tuesday From: 06:45 To: 17:45 / Wednesday From: 06:45 To: 17:45 / Thursday From: 06:45 To: 17:45 / Friday From: 06:45 To: 17:45,Lisa Tate,
13128,My Little Sprout LLC,22 Starbrush Cir,Covington,ST. TAMMANY,9858091311,120,Type III ,Open,6 W To 12 Y,Monday From: 06:45 To: 17:30 / Tuesday From: 06:45 To: 17:30 / Wednesday From: 06:45 To: 17:30 / Thursday From: 06:45 To: 17:30 / Friday From: 06:45 To: 17:30,Mary DeMarco,Sarah Holliday
