Type,License #,Name,Address,City,Zip,Phone,Email,Ages Served,Total Capacity,Capacity Under 3,Expiration Date,Legal Operator (LO),Address (LO),City (LO),Zip (LO)
Child Care Center,DCCC.14456,BUILDING BLOCKS CHILD CARE & PRESCHOOL,84 MAIN ST,NORTH GROSVENORDALE,06255-1712,860-923-2162,buildingblockscp@gmail.com,6 weeks-10 years,35,19,2/28/29,BUILDING BLOCKS CHILDCARE & PRESCHOOL LLC,PO BOX 257,NORTH GROSVENORDALE,06255
Child Care Center,DCCC.14461,STRATFORD YMCA EXTENDED DAY- FRANKLIN SCHOOL,1895 BARNUM AVE,STRATFORD,06614-5307,203-375-5844,mbernardo@cccymca.org,5 years-12 years,39,0,2/28/29,CENTRAL CONNECTICUT COAST YMCA,1240 CHAPEL STREET,NEW HAVEN,06511
Child Care Center,DCCC.14462,HELEN KING REYNOLDS PRIVATE SCHOOL,868 E BROADWAY,STRATFORD,06615-5910,203-375-1687,hkr868@optonline.net,3 years-5 years,28,0,4/30/29,HELEN KING REYNOLDS PRIVATE SCHOOL LTD,868 EAST BROADWAY,STRATFORD,06497
Child Care Center,DCCC.14465,JACK AND JILL DAY CARE CENTER,1287 PECK LANE,CHESHIRE,06410,203-272-5716,lahartshorn@cox.net,6 weeks-6 years,30,16,2/28/29,JACK AND JILL DAYCARE CENTER INC,1287 PECK LANE,CHESHIRE,06410
Child Care Center,DCCC.14468,WALLINGFORD  YMCA MARY G FRITZ,415 CHURCH ST,WALLINGFORD,06492-2209,203-269-4497,ewalter@wallingfordymca.org,7 years-12 years,55,0,3/31/29,YOUNG MENS CHRISTIAN ASSOCIATION OF WALLINGFORD INC.,81 S ELM ST,WALLINGFORD,06492-4703
Child Care Center,DCCC.14475,GREAT BEGINNINGS MONTESSORI SCHOOL,148 BEACH ROAD,FAIRFIELD,06824,203-254-8208,karenc@greatmontessori.com,18 months-6 years,79,12,3/31/29,GREAT BEGINNINGS MONTESSORI SCHOOL INC,148 BEACH ROAD,FAIRFIELD,06430
Child Care Center,DCCC.14477,FIRST STEP PRESCHOOL - NEW FAIRFIELD,28 STATE ROUTE 39,NEW FAIRFIELD,06812-4029,203-746-5197,Firststeppreschoolnf@gmail.com,6 weeks-12 years,88,42,3/31/29,FIRST STEP PRESCHOOL INC.,28 STATE ROUTE 39,NEW FAIRFIELD,06812-4029
Child Care Center,DCCC.14507,LITTLE ANGELS CHILDCARE & LEARNING CENTER,353 SCOTT SWAMP RD,FARMINGTON,06032-3448,860-677-6848,littleangels1324@gmail.com,6 weeks-12 years,83,47,9/30/25,LITTLE ANGELS CHILDCARE & LEARNING CENTER LLC,353 SCOTT SWAMP ROAD,FARMINGTON,06032
Child Care Center,DCCC.14508,PUMPKIN PRESCHOOL OF WESTPORT,15 BURR RD,WESTPORT,06880-4220,203-226-1277,tw@pumpkinpreschool.com,6 weeks-8 years,111,56,7/31/25,PUMPKIN PRESCHOOL OF WESTPORT INC,15 BURR ROAD,WESTPORT,06880
Child Care Center,DCCC.14510,EARLY CHILDHOOD LABORATORY SCHOOL,900 LAFAYETTE BLVD,BRIDGEPORT,06604-4704,203-332-5030,klund@hcc.commnet.edu,12 months-6 years,56,16,5/31/25,HOUSATONIC COMMUNITY-TECH COLLEGE- STATE OF CT,900 LAFAYETTE BOULEVARD,BRIDGEPORT,06604
Child Care Center,DCCC.14511,GREAT EXPECTATIONS ANNEX,1225 SOUTHFORD RD,SOUTHBURY,06488-2478,203-262-8554,great.expectations@sbcglobal.net,6 weeks-10 years,82,32,8/31/25,GREAT EXPECTATIONS DAY CARE & LNG CENTER LLC,1225 SOUTHFORD ROAD,SOUTHBURY,06488
Child Care Center,DCCC.14513,SEYMOUR-OXFORD NURSERY & CC ASSOC- BUNGAY,35 BUNGAY RD,SEYMOUR,06483-2521,203-888-1655,soncca@yahoo.com,5 years-12 years,60,0,9/30/25,SEYMOUR-OXFORD NURSERY & CHILD CARE ASSOC INC,253 BANK STREET,SEYMOUR,06483
Child Care Center,DCCC.14519,THOMAS T.D. RITTER CHILD DEVELOPMENT CENTER,555 WINDSOR ST,HARTFORD,06120-2418,860-560-5600,paguadal@crtct.org,6 weeks-5 years,109,40,10/31/25,COMMUNITY RENEWAL TEAM INC,555 WINDSOR STREET,HARTFORD,06120
Child Care Center,DCCC.15020,BRIGHT & EARLY CHILDREN'S LEARNING CENTERS - MIDDLETOWN,861 MIDDLE ST,MIDDLETOWN,06457-1524,860-635-0544,jenn@brightandearly.com,6 weeks-12 years,142,60,1/31/26,KIDDIE WORLD DAY CARE & PRE-SCHOOL INC,861 MIDDLE STREET,MIDDLETOWN,06457
Child Care Center,DCCC.15021,RISE & SHINE NURSERY SCHOOL,40 DEFOREST STREET,WATERTOWN,06795,860-945-3101,a4chy2@gmail.com,2 years-5 years,24,8,2/28/26,RISE & SHINE NURSERY SCHOOL LLC,40 DEFOREST STREET,WATERTOWN,06795
Child Care Center,DCCC.15034,EDADVANCE BASES HAWLEY ELEMENTARY,29 CHURCH HILL RD,NEWTOWN,06470-1612,203-482-0330,viscariello@edadvance.org,5 years-12 years,37,0,3/31/26,EDADVANCE,PO BOX 909,LITCHFIELD,06759-0909
Child Care Center,DCCC.15041,REGION #15 BAS PROGRAM - LONGMEADOW ELEM SCHOOL,6 DANA DR,OLD SAYBROOK,06475-2528,203-758-9891,leslie.srq89@gmail.com,5 years-12 years,90,0,2/28/26,NEST DAY CARE & LEARNING CENTER INC,6 DANA DR,OLD SAYBROOK,06475-2528
Child Care Center,DCCC.15046,STRATFORD YMCA EXTENDED DAY @ NICHOLS,396 NICHOLS AVE,STRATFORD,06614-3906,203-378-8031,mbernardo@cccymca.org,5 years-12 years,49,0,3/31/26,CENTRAL CONNECTICUT COAST YMCA,1240 CHAPEL STREET,NEW HAVEN,06511
Child Care Center,DCCC.15051,BURLINGTON ACADEMY OF LEARNING- 10 COVEY ROAD,10 COVEY RD,BURLINGTON,06013-1720,860-675-3598,mainoffice@burlingtonacademy.com,6 weeks-12 years,59,46,4/30/26,BURLINGTON ACADEMY OF LEARNING LLC,10 COVEY RD,BURLINGTON,06013-1720
Child Care Center,DCCC.15052,LITTLE RED SCHOOLHOUSE,5958 MAIN ST,TRUMBULL,06611-2413,203-261-1558,missdianad@hotmail.com,6 weeks-12 years,68,32,9/30/26,DIANA DENKOVICH,71 LONGFELLOW ROAD,SHELTON,06484
Child Care Center,DCCC.15057,KID'S KORNER @  WESLEY SCHOOL,WESLEYAN HILLS ROAD,MIDDLETOWN,06457,959-237-2867,bcarlson@midymca.org,5 years-10 years,60,0,2/28/26,NORTHERN MIDDLESEX YMCA,99 UNION ST,MIDDLETOWN,06457-3427
Child Care Center,DCCC.15062,KIDCO CHILD CARE CENTER,2191 BERLIN TURNPIKE,NEWINGTON,06111,860-667-7191,kidcochildcare@yahoo.com,3 years-5 years,96,0,2/28/26,KIDCO INC,2191 BERLIN TURNPIKE,NEWINGTON,06111
Child Care Center,DCCC.15064,WOODRUFF FAMILY YMCA ORCHARD HILLS,185 MARINO DR,MILFORD,06460-6737,203-878-6501,smarklinsky@cccymca.org,5 years-11 years,94,0,4/30/26,CENTRAL CONNECTICUT COAST YMCA,1240 CHAPEL STREET,NEW HAVEN,06511
Child Care Center,DCCC.15069,LITTLE CHERUBS CHRISTIAN PRESCHOOL,660 W MAIN ST,CHESHIRE,06410-3923,203-272-1150,littlecherubs@cheshirelutheran.org,3 years-5 years,29,0,2/28/26,CHESHIRE  LUTHERAN CHURCH,660 WEST MAIN STREET,CHESHIRE,06410
Child Care Center,DCCC.15070,NORTON/CHESHIRE SOUTHINGTON SCHOOL,414 N BROOKSVALE RD,CHESHIRE,06410-3340,203-668-7087,lzaborowski@sccymca.org,5 years-12 years,75,0,5/31/26,SOUTHINGTON CHESHIRE COMM YMCA,967 SOUTH MAIN STREET,CHESHIRE,06410
Child Care Center,DCCC.15079,LONG RIDGE CHILD DEVELOPMENT CENTER,778 LONG RIDGE RD,STAMFORD,06902-1265,203-461-8653,lrr@brighthorizons.com,6 weeks-12 years,126,48,3/31/26,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,2 WELLS AVE,NEWTON CENTER,02459-3225
Child Care Center,DCCC.15091,HANOVER BEFORE/AFTER SCHOOL PROGRAM,208 MAIN ST,MERIDEN,06451-5149,475-775-4902,rfernandez@womenfamilies.org,5 years-11 years,40,0,5/31/26,WOMEN AND FAMILIES CENTER,169 COLONY STREET,MERIDEN,06450
Child Care Center,DCCC.15106,ONCE UPON A TIME DEVELOPMENT CENTER,326 W MAIN ST,MILFORD,06460-2560,203-882-0983,gina@onceuponatimedc.com,6 weeks-12 years,145,88,7/31/26,ONCE UPON A CHILD DEVELOPMENT CENTER LLC,326 W MAIN ST,MILFORD,06460-2560
Child Care Center,DCCC.15111,DOUGLAS STREET EARLY CARE & EDUCATION,170 DOUGLAS ST,HARTFORD,06114-2424,959-230-1128,paguadal@crtct.org,18 months-5 years,118,16,9/30/26,COMMUNITY RENEWAL TEAM INC,555 WINDSOR STREET,HARTFORD,06120
Child Care Center,DCCC.15118,BRIGHT HORIZONS A YALE AFFILIATED CENTER,230 WEST CAMPUS DR.,ORANGE,06477,203-795-3564,yalewestcampus@brighthorizons.com,6 weeks-12 years,144,64,6/30/26,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,2 WELLS AVE,NEWTON CENTER,02459-3225
Child Care Center,DCCC.15119,KIDCO DAY CARE AND LEARNING CENTER,2175 BERLIN TPKE,NEWINGTON,06111-3201,860-667-7191,mbomely@yahoo.com,6 weeks-12 years,188,97,11/30/28,KIDCO INC,2175 BERLIN TURNPIKE,NEWINGTON,06111
Child Care Center,DCCC.15120,KID'S CLUB LEARNING AND DAY CARE,270 CENTER ST,WEST HAVEN,06516-4400,203-937-0899,kidsclubseymour@gmail.com,12 months-5 years,53,8,2/28/29,ELIZABETH AND ROBERT HEON,157 WASHINGTON AVENUE,WEST HAVEN,06516
Child Care Center,DCCC.15135,CHILDRENS DAY SCHOOL OF WILTON,111 RIDGEFIELD RD,WILTON,06897-2435,203-762-8001,office@cdsw.org,2 years-5 years,92,18,11/30/28,CHILDREN'S DAY SCHOOL OF WILTON INC,PO BOX 213,WILTON,06897
Child Care Center,DCCC.15148,CARELOT CHILDREN'S CENTER- WATERFORD,203 BOSTON POST RD,WATERFORD,06385-2805,860-447-1163,waterford@carelot.net,6 weeks-12 years,52,32,7/31/26,CARELOT CHILDREN'S CENTER INC,315 FLANDERS RD,EAST LYME,06333-1711
Child Care Center,DCCC.15158,BALLESTRINI'S DAY CARE CTR- INFANT/TODDLER PRG,90 ROPE FERRY RD,WATERFORD,06385-2618,860-442-2273,Ballestrini.childcare@gmail.com,6 weeks-3 years,24,24,7/31/26,BALLESTRINI CHILD CARE LLC,23 LINDROS LANE,WATERFORD,06385
Child Care Center,DCCC.15162,RIGHT PLACE SCHOOL READINESS CHILD & FAMILY CENTER- HARTFORD,123 SIGOURNEY ST,HARTFORD,06105-2756,860-543-8488,taylor.pratt@use.salvationarmy.org,3 years-18 years,154,0,12/31/28,SALVATION ARMY,855 ASYLUM AVENUE,HARTFORD,06142
Child Care Center,DCCC.15164,DANBURY PUBLIC SCHOOL READINESS PROGRAM,17 COTTAGE ST,DANBURY,06810-6706,203-470-0229,norfli@danbury.k12.ct.us,3 years-5 years,39,0,8/31/26,DANBURY PUBLIC SCHOOLS BOARD OF EDUCATION,63 BEAVER BROOK ROAD,DANBURY,06810
Child Care Center,DCCC.15168,GATEWAY SCHOOL,2 CHAPEL ST,GREENWICH,06831-5109,203-869-4848,chogan@familycenters.org,2 years-5 years,56,24,12/31/28,FAMILY CENTERS INC,40 ARCH ST,GREENWICH,06830-6525
Child Care Center,DCCC.15173,RIGHT PLACE,15 FOSTER ST,DANBURY,06810-7817,203-794-1472,suzy.almeida@use.salvationarmy.org,3 years-5 years,34,0,3/31/29,THE SALVATION ARMY,855 ASYLUM AVENUE,HARTFORD,06105
Child Care Center,DCCC.15175,LUCILLE JOHNSON CHILD CARE CENTER,816 FAIRFIELD AVE,BRIDGEPORT,06604-3701,475-325-4394,bperry@alliancect.org,6 weeks-5 years,73,16,1/31/29,ALLIANCE FOR COMMUNITY EMPOWERMENT INC.,1070 PARK AVENUE,BRIDGEPORT,06604
Child Care Center,DCCC.15182,KIDS KORNER AT SNOW SCHOOL,299 WADSWORTH ST,MIDDLETOWN,06457-4019,959-237-2863,bcarlson@midymca.org,5 years-12 years,50,0,1/31/29,NORTHERN MIDDLESEX YMCA,99 UNION ST,MIDDLETOWN,06457-3427
Child Care Center,DCCC.15183,TEDDY BEAR HOLLOW DAY CARE,517 NORWICH NEW LONDON TPKE,UNCASVILLE,06382-2429,860-848-2404,pkstrecker@aol.com,6 weeks-10 years,29,16,10/31/28,KAREN STRECKER & SUZANNE SOUZA,517 NORWICH-NEW LONDON TPKE,UNCASVILLE,06382
Child Care Center,DCCC.15184,KANGAROO'S KORNER DAY CARE,120 FRENCH MOUNTAIN RD,WATERTOWN,06795-1020,860-945-6628,kangarooskornerllc@gmail.com,6 weeks-14 years,52,21,12/31/28,KANGAROO KORNER INC,120 FRENCH MOUNTAIN ROAD,WATERTOWN,06795
Child Care Center,DCCC.15186,NEW ENGLAND PRESCHOOL ACADEMY- WINDSOR LOCKS,1 FOXWOOD DR,WINDSOR LOCKS,06096-1653,860-627-6575,cathy@newenglandpreschool.com,6 weeks-12 years,102,32,11/30/28,NEW ENGLAND PRESCHOOL ACADEMY INC,607 TAYLOR ROAD,ENFIELD,06082
Child Care Center,DCCC.15195,YMCA ALLGROVE SCHOOL FUN COMPANY,33 TURKEY HILLS RD,EAST GRANBY,06026-9570,860-653-5524,amanda.fox@ghymca.org,5 years-12 years,60,0,2/28/29,YMCA OF METROPOLITAN HARTFORD INC,50 STATE HOUSE SQ,HARTFORD,06103-3902
Child Care Center,DCCC.15226,NEW CANAAN NATURE CENTER PRESCHOOL- ANNEX,144 OENOKE RDG,NEW CANAAN,06840-4108,203-966-9577,azielinski@newcanaannature.org,3 years-5 years,33,0,2/28/29,NEW CANAAN NATURE CENTER ASSOC INC,144 OENOKE RDG,NEW CANAAN,06840-4108
Child Care Center,DCCC.15232,CHILD'S WORLD PRESCHOOL & CHILD CARE,449 GRASSY HILL ROAD,WOODBURY,06798,203-263-0063,apeabundance@yahoo.com,12 months-12 years,20,4,4/30/29,ANNE P EVANS,449 GRASSY HILL ROAD,WOODBURY,06798
Child Care Center,DCCC.15247,KIDS OF CHATHAM ORGANIZATION,12 LONG CROSSING RD,EAST HAMPTON,06424-2121,860-267-6080,executivedirector@koco4kids.org,6 weeks-12 years,151,42,2/28/29,KIDS OF CHATHAM ORGANIZATION INC,12 LONG CROSSING RD,EAST HAMPTON,06424-2121
Child Care Center,DCCC.15250,GHJCC SHIRLEY REABACK EARLY CHLDHD CENTER,1079 HEBRON AVENUE,GLASTONBURY,06033,860-652-0396,dchappell@mandellJCC.org,2 years-5 years,69,8,5/31/25,GREATER HARTFORD JEWISH COMMUNITY CENTER,335 BLOOMFIELD AVENUE,WEST HARTFORD,06117
Child Care Center,DCCC.15251,KIDS KORNER AT MACDONOUGH SCHOOL,66 SPRING ST,MIDDLETOWN,06457-2262,959-237-2862,bcarlson@midymca.org,5 years-12 years,50,0,2/28/29,NORTHERN MIDDLESEX YMCA,99 UNION ST,MIDDLETOWN,06457-3427
Child Care Center,DCCC.15256,CONWAY'S KIDDIE KOLLEGE,449 MAPLETON AVE,SUFFIELD,06078-1707,860-668-6394,KIDDIEKOLLEGE1@COX.NET,12 months-10 years,45,4,3/31/29,G & K CONWAY LLC,449 MAPLETON AVENUE,SUFFIELD,06078
Child Care Center,DCCC.15263,1-2-3 GROW WITH ME,227 HORSE POND RD,MADISON,06443-2549,203-245-9757,jolo12@sbcglobal.net,6 weeks-12 years,38,20,1/31/29,1-2-3 GROW WITH ME LLC,227 HORSE POND RD,MADISON,06443-2549
Child Care Center,DCCC.15265,NAUGATUCK YMCA SCHOOLS OUT AFT/SCH,284 CHURCH ST,NAUGATUCK,06770-4122,203-729-9622,sbeck@naugatuckymca.org,5 years-12 years,133,0,2/28/29,YOUNG MEN'S CHRISTIAN ASSOCIATION OF NAUGATUCK,284 CHURCH ST,NAUGATUCK,06770-4122
Child Care Center,DCCC.15269,CIRCLE NURSERY SCHOOL,1271 DURHAM RD,MADISON,06443-1824,203-421-0997,circlenursery@sbcglobal.net,3 years-6 years,35,0,3/31/29,NORTH MADISON CONGREGATIONAL CHURCH,1271 DURHAM ROAD,MADISON,06443
Child Care Center,DCCC.15276,HAPPY DAY PRESCHOOL,41 CHURCH ST,HUNTINGTON,06484-5804,203-925-0545,cthappyday@aol.com,6 weeks-6 years,54,24,2/28/29,HAPPY DAY PRESCHOOL LLC,41 CHURCH STREET,HUNTINGTON,06484
Child Care Center,DCCC.15284,LITTLE WHITE HOUSE LEARNING CENTER,69 WOODMONT RD,MILFORD,06460-2840,203-877-5167,linda@lwhdaycare.com,6 weeks-8 years,162,80,7/31/25,THE LITTLE WHITE HOUSE LEARNING CENTER LLC,69 WOODMONT ROAD,MILFORD,06460
Child Care Center,DCCC.15290,KENT SCHOOL EARLY LEARNING CENTER,80 MACEDONIA RD,KENT,06757-1333,860-927-0185,ohazor@kent-school.edu,6 weeks-5 years,29,16,3/31/29,KENT SCHOOL CORPORATION,ROUTE 341 WEST,KENT,06757
Child Care Center,DCCC.15312,YWCA GROWING TREE EARLY LEARNING CENTER,195 GARDEN ST # 205,HARTFORD,06105-1464,860-548-2003,jenm@ywcahartford.org,6 weeks-12 years,78,30,4/30/25,YWCA HARTFORD REGION INC,135 BROAD ST,HARTFORD,06105-3718
Child Care Center,DCCC.15325,VILLAGE GREEN NURSERY SCHOOL,37 MAIN ST,SOUTHINGTON,06489-2502,(860) 628-6958 x113,vgns@fccsouthington.org,3 years-5 years,35,0,6/30/25,FIRST CONGREGATIONAL CHURCH OF SOUTHINGTON,37 MAIN STREET,SOUTHINGTON,06489
Child Care Center,DCCC.15329,CLC WESTOVER,412 STILLWATER AVE,STAMFORD,06902-2133,203-323-5944,annawitkowski@clcstamford.org,3 years-5 years,20,0,4/30/25,CLC OF FAIRFIELD COUNTY INC.,64 PALMERS HILL RD,STAMFORD,06902-2113
Child Care Center,DCCC.15333,MURIEL H MOORE CHILD DEVELOPMENT CENTER,444 NORTH MAIN STREET,WATERBURY,06702,203-759-0841,aricciardi@newoppinc.org,6 weeks-5 years,278,68,10/31/25,NEW OPPORTUNITIES INC,232 NORTH ELM STREET,WATERBURY,06702-1594
Child Care Center,DCCC.15339,MORNING GLORY EARLY LEARNING CENTER,1859 CHAPEL ST,NEW HAVEN,06515-2209,203-389-4148,glory@mgelc.com,6 weeks-6 years,23,8,6/30/25,GLORY SMITH,1859 CHAPEL STREET,NEW HAVEN,06515
Child Care Center,DCCC.15341,MARVIN CHILDREN'S CENTER,60 GREGORY BOULEVARD,NORWALK,06855,203-854-6781,marv@brighthorizons.com,3 years-5 years,40,0,5/31/29,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,2 WELLS AVE,NEWTON CENTER,02459-3225
Child Care Center,DCCC.15343,SUNCATCHERS,181 LEDGE HILL RD,GUILFORD,06437-1024,203-457-1833,Suncatchersllc@comcast.net ,5 years-12 years,100,0,11/30/25,SUNCATCHERS LLC,MELISSA JONES SCHOOL - 181 LEDGE HILL ROAD,GUILFORD,06437
Child Care Center,DCCC.15346,CLC WILLIAM PITT,195 HILLANDALE AVE,STAMFORD,06902-2823,203-967-6960,SarahMcMackin@clcstamford.org,3 years-5 years,342,0,7/31/25,CLC OF FAIRFIELD COUNTY INC.,64 PALMERS HILL RD,STAMFORD,06902-2113
Child Care Center,DCCC.15349,PUTNAM SCHOOL READINESS CHILD CARE PROGRAM,33 WICKER ST,PUTNAM,06260-1443,860-963-6940,bryantp@putnam.k12.ct.us,3 years-5 years,30,0,9/30/25,PUTNAM PUBLIC SCHOOLS,33 WICKER ST,PUTNAM,06260-1443
Child Care Center,DCCC.15355,KIDDIE KASTLE NURSERY SCHOOL,225 GREAT HILL ROAD,SEYMOUR,06483,203-888-4740,KiddieKastlellc@yahoo.com,2 years-5 years,36,12,10/31/25,KIDDIE KASTLE NURSERY SCHOOL LLC,225 GREAT HILL ROAD,SEYMOUR,06483
Child Care Center,DCCC.15356,KINDERCARE LEARNING CENTER #301556,30 NUTMEG LN,GLASTONBURY,06033-2314,860-652-9310,jfarrell@kindercare.com,6 weeks-12 years,168,88,8/31/25,KINDERCARE EDUCATION LLC,5005 MEADOWS RD STE 200,LAKE OSWEGO,97035-4288
Child Care Center,DCCC.15358,VALLEY-SHORE YMCA SCHOOL AGE PROGRAM,23 RIDGE RD,CHESTER,06412-1152,860-399-9622,bbruno@vsymca.org,5 years-12 years,40,0,3/31/26,VALLEY SHORE YMCA,PO BOX 694 -SPENCER PLAINS ROAD,WESTBROOK,06498
Child Care Center,DCCC.15375,SHAGBARK DAY NURSERY,661 ORANGE CENTER RD,ORANGE,06477-2443,203-799-2009,shagdaynur@aol.com,6 weeks-5 years,32,8,10/31/25,DWH ASSOCIATES LLC,661 ORANGE CENTER ROAD,ORANGE,06477
Child Care Center,DCCC.15386,CHILDREN'S CLUBHOUSE- SOUTH,6 HARTFORD ROAD,WEATOGUE,06089,860-651-0064,lori.clubhouserocks@gmail.com,6 weeks-12 years,76,39,12/31/25,THE CHILDREN'S CLUBHOUSE LLC,6 HARTFORD ROAD,WEATOGUE,06089
Child Care Center,DCCC.15397,BRISTOL CHILD DEVELOPMENT CENTER- WEST STREET,339 WEST ST,BRISTOL,06010-4910,860-314-0597,pam.testa@bristolcdc.com,12 months-5 years,103,16,1/31/26,BRISTOL CHILD DEVELOPMENT CENTER INC,339 WEST STREET,BRISTOL,06010
Child Care Center,DCCC.15402,BRIGHT HORIZONS CHILDRENS CTR @ ENTERPRISE CO TWR,3 CORPORATE DRIVE,SHELTON,06484,203-926-1398,ect@brighthorizons.com,6 weeks-12 years,136,56,12/31/25,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,2 WELLS AVE,NEWTON CENTER,02459-3225
Child Care Center,DCCC.15403,CARRIAGE HOUSE DAY CARE CENTER,320 COLONY ST,MERIDEN,06451-2053,203-235-4859,pam@carriagehousedaycare.com,6 weeks-12 years,94,32,2/28/26,CARRIAGE HOUSE DAY CARE CENTER INC,320 COLONY STREET,MERIDEN,06451
Child Care Center,DCCC.15418,KID'S TIME BY THE SEA,250 FERN STREET,FAIRFIELD,06824,219-985-5922,ack4us@optonline.net,5 years-12 years,40,0,3/31/26,KID'S TIME BY THE SEA INC,360 ROWLAND ROAD,FAIRFIELD,06824
Child Care Center,DCCC.15424,LITTLE LAMBS AND IVY CHILD CARE CENTER,799 HOPMEADOW STREET,SIMSBURY,06070,860-408-9467,director@littlelambsandivy.org,6 weeks-12 years,88,40,8/31/26,SIMSBURY UNITED METHODIST CHURCH BOARD OF TRUSTEES,799 HOPMEADOW STREET,SIMSBURY,06070
Child Care Center,DCCC.15425,YOUNG HEARTS DAY CARE CENTER,143 LEEDER HILL DR,HAMDEN,06517-2731,203-230-0587,yhdaycare@gmail.com,6 weeks-5 years,39,12,5/31/26,BIBLE GOSPEL CENTER INC,143 LEEDER HILL DRIVE,HAMDEN,06517
Child Care Center,DCCC.15426,CARELOT CHILDREN'S CENTER- EAST LYME,315 FLANDERS ROAD,EAST LYME,06333,860-691-1527,eastlyme@carelot.net,6 weeks-12 years,116,40,2/28/26,CARELOT CHILDREN'S CENTER INC,315 FLANDERS ROAD,EAST LYME,06333
Child Care Center,DCCC.15427,BALLESTRINI'S EARLY LEARNING CENTER,11 CENTRE ST STE 2,SALEM,06420-3845,860-859-2273,ballestrini.childcare@gmail.com,6 weeks-12 years,81,27,12/31/25,BALLESTRINI CHILD CARE LLC,23 LINDROS LANE,WATERFORD,06385
Child Care Center,DCCC.15428,THE SCHOOL FOR YOUNG CHILDREN AT THE UNIVERSITY OF SAINT JOSEPH,238 STEELE RD,WEST HARTFORD,06117-2742,860-231-5560,sodonnell@usj.edu,3 years-6 years,145,0,3/31/26,UNIVERSITY OF SAINT JOSEPH,1678 ASYLUM AVENUE,WEST HARTFORD,06117
Child Care Center,DCCC.15430,ARK CHILD DEVELOPMENT CENTER,2030 E MAIN ST,WATERBURY,06705-2607,203-591-8591,C.blake@thearkcdc.com,3 years-5 years,21,0,1/31/26,THE ARK CHILD DEVELOPMENT CENTER INC,2030 EAST MAIN STREET,WATERBURY,06705
Child Care Center,DCCC.15440,YMCA LARSON CENTER,81 WOODLAWN CIRCLE,EAST HARTFORD,06108,860-289-7399,lourdes.ayala@ghymca.org,12 months-5 years,50,16,1/31/26,YMCA OF METROPOLITAN HARTFORD INC,50 STATE HOUSE SQ,HARTFORD,06103-3902
Child Care Center,DCCC.15442,PHELPS INGERSOLL CENTER FOR CHILDREN,99 UNION ST,MIDDLETOWN,06457-3427,860-343-6227,khurlbert@midymca.org,3 years-5 years,53,0,3/31/26,NORTHERN MIDDLESEX YMCA,99 UNION ST,MIDDLETOWN,06457-3427
Child Care Center,DCCC.15447,CHILDREN AT RECTORY,528 POMFRET STREET,POMFRET,06258,860-928-1808,ehayden@rectoryschool.org,6 weeks-10 years,32,12,3/31/26,THE CARE PROGRAM AT RECTORY SCHOOL,528 POMFRET STREET,POMFRET,06258
Child Care Center,DCCC.15454,BRIGHT HORIZONS AT TRUMBULL,126 MONROE TPKE,TRUMBULL,06611-1300,203-459-8610,trumbull@brighthorizons.com,6 weeks-10 years,108,48,4/30/26,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,2 WELLS AVE,NEWTON CENTER,02459-3225
Child Care Center,DCCC.15455,CHILDREN'S HOUSE OF MONTESSORI,1666 LITCHFIELD TPKE,WOODBRIDGE,06525-2381,203-397-8178,office@childrenshousect.org,12 months-6 years,76,16,9/30/26,THE CHILDREN'S HOUSE OF MONTESSORI INC,1666 LITCHFIELD TPKE,WOODBRIDGE,06525-2381
Child Care Center,DCCC.15460,CEDARGABLES PRESCHOOL LLC DBA CEDAR GABLES PRESCHOOL & CHILDCARE,187 CLAPBOARD RIDGE RD,DANBURY,06811-3636,203-743-9654,tara@cedargablespreschool.com,6 weeks-12 years,50,16,5/31/26,CEDARGABLES PRESCHOOL LLC,187 CLAPBOARD RIDGE ROAD,DANBURY,06811
Child Care Center,DCCC.15461,ST FRANCIS OF ASSISI PRE SCHOOL,35 NORFIELD RD,WESTON,06883-2103,203-454-8646,mkeith@sfapreschool.com,18 months-5 years,58,16,3/31/26,SAINT FRANCIS OF ASSISI PARISH,35 NORFIELD RD,WESTON,06883-2103
Child Care Center,DCCC.15462,EARLY CHILDHOOD DEVELOPMENT CENTER GROTON,591 POQUONNOCK RD,GROTON,06340-4571,860-437-4550,reichartl@childandfamilyagency.org,6 weeks-5 years,57,16,2/28/26,CHILD & FAMILY AGENCY OF SOUTHEASTERN CT INC,255 HEMPSTEAD STREET,NEW LONDON,06320
Child Care Center,DCCC.15468,LEAPS 'N BOUNDS CHILD CARE SERVICES,15 OLD DANBURY RD,WILTON,06897-2500,203-761-9100,lnbwilton15@gmail.com,6 weeks-5 years,40,24,5/31/26,LEAPS 'N BOUNDS CHILD CARE SERVICES LLC,11 RICHMOND HILL ROAD,WESTON,06883
Child Care Center,DCCC.15493,LAUREL SCHOOL FOR YOUNG CHILDREN,162 BEARDSLEY PKWY,TRUMBULL,06611-5249,203-374-6611,umichael@charter.net,6 weeks-6 years,66,29,6/30/26,162 BEARDSLEY PARKWAY ASSOCIATES LLC,162 BEARDSLEY PARKWAY,TRUMBULL,06611
