Facility Number,Facility Name,Facility Type,Better Beginnings,Address,County,Director,Owner,Phone,Email Address,Website Address,Total Allowed Capacity,Voucher Participant,CACFP Facility,ABC Facility
53255,Darnall School,Child Care Center,Level 3,"1816 Hinson Loop Rd, Little Rock, AR, 72212-3902",Pulaski,Ora Bunton,MNY LEARNING CENTER LLC,(501) 225-4462,director@darnallschool.com,https://darnallschool.com/,122,TRUE,FALSE,FALSE
52792,Childcare Network #332,Child Care Center,Level 3,"7 Tyler Street, Greenbrier, AR, 72058",Faulkner,Amanda Rolek,Child Development Schools Arkansas LLC,(501) 679-3722,cni332@childcarenetwork.com,,221,TRUE,FALSE,FALSE
52791,Childcare Network #189,Child Care Center,Level 3,"6093 Alcoa Road, Benton, AR, 72015",Saline,Jessica Kelloms,Child Development Schools Arkansas,(501) 315-0651,cni189@childcarenetwork.com,,167,TRUE,FALSE,FALSE
52788,Childcare Network #205,Child Care Center,Level 3,"306 North Shackleford Road, Little Rock, AR, 72211",Pulaski,Kashia Clark,Child Development Schools Arkansas LLC,(501) 224-0978,cni205@childcarenetwork.com,,110,TRUE,FALSE,FALSE
52785,Childcare Network #190,Child Care Center,Level 3,"800 Kirk Road, Little Rock, AR, 72223",Pulaski,Destinie Otey,Child Development Schools Arkansas LLC,(501) 821-0006,cni190@childcarenetwork.com,,171,TRUE,FALSE,FALSE
52783,Childcare Network #185,Child Care Center,Level 3,"507 Prickett Road, Bryant, AR, 72022",Saline,Cheyenne Johnson,Child Development Schools Arkansas,(501) 847-4491,cni185@childcarenetwork.com,,140,TRUE,FALSE,FALSE
52786,Childcare Network #212,Child Care Center,Level 3,"6 Medical Park Drive, Benton, AR, 72015",Saline,Glenda McDonald,Child Development Schools Arkansas,(501) 776-1989,cni212@childcarenetwork.com,,107,TRUE,FALSE,FALSE
52781,Childcare Network #238,Child Care Center,Level 3,"408 South Reynolds Road, Bryant, AR, 72022",Saline,Brandy Ray,Child Development Schools Arkansas,(501) 847-3663,cni238@childcarenetwork.com,,176,TRUE,FALSE,FALSE
52780,Childcare Network #187,Child Care Center,Level 3,"1612 Sharon Road, Benton, AR, 72019",Saline,Kristen Jarvis,Child Development Schools Arkansas,(501) 315-0195,cni187@childcarenetwork.com,,130,TRUE,FALSE,FALSE
52775,Childcare Network #301,Child Care Center,Level 3,"2611 Prince Street, Conway, AR, 72034",Faulkner,Katherine Beavers,Child Development Schools Arkansas LLC,(501) 358-4070,cni301@childcarenetwork.com,,197,TRUE,FALSE,FALSE
52774,Childcare Network #188,Child Care Center,Level 3,"2523 Military Road, Benton, AR, 72015",Saline,Casey Howard,Child Development Schools Arkansas,(501) 315-0631,cni188@childcarenetwork.com,,167,TRUE,FALSE,FALSE
52773,Childcare Network #192,Child Care Center,Level 3,"1150 Arkansas 365, Conway, AR, 72032",Faulkner,Sharon Robinson-Hardwrick,Child Development Schools Arkansas LLC,(501) 328-2181,cni192@childcarenetwork.com,,256,TRUE,FALSE,FALSE
52756,Childcare Network #186,Child Care Center,Level 3,"2618 North Prickett Road, Bryant, AR, 72022",Saline,Lori Smith,Child Development Schools Arkansas,(501) 847-6229,cni186@childcarenetwork.com,,215,TRUE,FALSE,FALSE
51406,Burks Daycare And Learning Academy,Licensed Child Care Family Home,Level 3,"515 West Ash Street, Brinkley, AR, 72021",Monroe,,LaTeesha Burks,(870) 734-6873,marie01burks@yahoo.com,,16,TRUE,FALSE,FALSE
51067,Cabot Patch Kids LLC,Out of School Time,Level 3,"454 Diedrich Lane, Cabot, AR, 72023-8207",Lonoke,Shawna Taylor,Cabot Patch Kids LLC,(501) 424-0373,cpkschoolkids@yahoo.com,,92,TRUE,FALSE,FALSE
51058,Eagle Mountain Elementary,Out of School Time,Level 3,"600 Eagle Mountain Blvd, Batesville, AR, 72501-4210",Independence,Jace Dunegan,Batesville School District,(870) 698-9141,jdunegan@gobsd1.org,batesvilleschools.org,542,TRUE,FALSE,FALSE
51040,Victory Childcare Center LLC 2,Child Care Center,Level 3,"2225 West Hillsboro Street, El Dorado, AR, 71730",Union,Tanisha Loston,Victory Childcare Center LLC,(870) 639-3941,victorychildcarecenter@gmail.com,,51,TRUE,FALSE,FALSE
50566,Bright Ideas Enrichment Center - Bryant,Child Care Center,Level 3,"309 Roya Ln, Bryant, AR, 72022-2580",Saline,Heather Weliver,Bright Ideas Enrichment Center LLC,(501) 847-8888,bryant@brightideasfamily.com,,199,TRUE,FALSE,FALSE
50461,The After School Program at Folsom Elementary,Out of School Time,Level 3,"230 South Grace Lane, Farmington, AR, 72730",Washington,Jeremy Baker,"Jason Coates Enterprises, LLC",(479) 756-5077,info@afterschoolprog.com,,288,TRUE,FALSE,FALSE
50392,Wild Roots Early Learning,Child Care Center,Level 3,"2601 West Kingshighway, Paragould, AR, 72450",Greene,Tiffany Sharp,Wild Roots Early Learning,(870) 565-9004,wildrootsearlylearning@yahoo.com,https://www.sharpchildcare.net,76,TRUE,FALSE,FALSE
50146,The Stay & Play,Licensed Child Care Family Home,Level 3,"207 Old Highway 24, Horatio, AR, 71842",Sevier,,The Stay & Play,(870) 584-7736,kristiscott77@yahoo.com,,9,FALSE,FALSE,FALSE
50137,Kid Success LLC dba Pediatrics Plus Developmental Preschool,Early Intervention Day Treatment (EIDT),Level 3,"2805 Alma Highway, Van Buren, AR, 72956",Crawford,Jessica Myers,Kids Success INC DBA Pediatrics Plus Developmental Preschool,(479) 471-9600,dhscompliance@pediatricsplus.com,www.pediatricsplus.com,216,TRUE,FALSE,FALSE
50073,Club Infiniti Siloam Springs,Child Care Center,Level 3,"920 S Carl St Building 4 (Suite 2), Siloam Springs, AR, 72761-4108",Benton,Marlana Edgmon,Club Infiniti Siloam Springs LLC,(479) 549-3727,corey@infinitichildcare.com,,79,TRUE,FALSE,FALSE
50048,Little Stars Learning Center,Child Care Center,Level 3,"1509 South Main Street, Stuttgart, AR, 72160",Arkansas,Janice Mullins,Little Stars Learning Center,(870) 672-4857,littlestarslearningcenter.care@gmail.com,,43,TRUE,FALSE,FALSE
49834,God's Little Blessings Christian Home Daycare,Licensed Child Care Family Home,Level 3,"69 Southern Dr, Southside, AR, 72501-9730",Independence,,Gods Little Blessings Christian Day Care,(870) 569-4358,godslittleblessingshd@gmail.com,,10,TRUE,FALSE,FALSE
49733,Lil' Sprouts of Sheridan,Child Care Center,Level 3,"959 Grant 83, Sheridan, AR, 72150",Grant,Crystal Colyer,Lil Sprouts Academy LLC,(870) 917-9013,admin@lilsproutsacademy.com,,34,TRUE,FALSE,FALSE
49476,FRIENDSHIP COMMUNITY CARE INC,Early Intervention Day Treatment (EIDT),Level 3,"3605 W SOUTHERN HILLS BLVD, ROGERS, AR, 72758",Benton,Rebecca Davis,Friendship Community Care INC,(479) 967-2322,compliance@fccare.org,,349,TRUE,FALSE,TRUE
48990,Tiny Scholars Daycare,Child Care Center,Level 3,"602 North Park Drive, Malvern, AR, 72104",Hot Spring,Rachel Villatoro,Tiny Scholars Daycare LLC,(501) 337-2203,tinyscholarsdaycare2023@gmail.com,,42,TRUE,FALSE,FALSE
48860,Westside Elementary School,Child Care Center,Level 3,"512 Country Club Road, Searcy, AR, 72143",White,Lee Russell,Searcy School District,(501) 268-0111,russelll@searcyschools.org,www.searcyschools.org,15,FALSE,FALSE,FALSE
48775,The Goddard School of Conway,Child Care Center,Level 3,"300 Hogan Lane, Conway, AR, 72034",Faulkner,Cara Ezell,Central Arkansas Early Learning LLC,(501) 204-0970,conwayar@goddardschools.com,https://www.goddardschool.com/schools/ar/conway/conway,131,TRUE,FALSE,FALSE
48666,Just Like Home Early Learning Center,Child Care Center,Level 3,"3395 West Mount Comfort Road, Fayetteville, AR, 72704",Washington,Ashley Holzhauser,"B&H Meador, LLC",(479) 595-8033,heather@jlhelc.com,www.jlhelc.com,112,TRUE,FALSE,FALSE
48550,Casa Castillo Springdale,Child Care Center,Level 3,"2920 American Street, Springdale, AR, 72764",Benton,Jenny Castillo,Casa Castillo LLC,(479) 927-6251,jenny@casacastillonwa.com,casacastillonwa.com,161,TRUE,FALSE,FALSE
48168,Building Blocks Family Childcare of Gravette,Licensed Child Care Family Home,Level 3,"107 Nelson Park Rd SW, Gravette, AR, 72736-9559",Benton,,"Building Blocks Family Child Care of Gravette, LLC",(479) 212-2556,buildingblockfamilychildcare@yahoo.com,,10,TRUE,FALSE,FALSE
48159,Busy Being Me Preparatory,Child Care Center,Level 3,"706 South Linden Street, Pine Bluff, AR, 71603",Jefferson,Tacita Bateman,Tacita Bateman,(870) 395-7072,tacitabateman2@aol.com,,40,TRUE,FALSE,FALSE
48129,Oakwood Preschool,Child Care Center,Level 3,"4100 West 32nd Street, Pine Bluff, AR, 71603",Jefferson,Tumiga Livingston,Arkansas River Education Services Cooperative,(870) 879-7206,livingstont@aresc.k12.ar.us,,114,TRUE,FALSE,TRUE
47972,Countryview Preschool LLC,Child Care Center,Level 3,"327 Block St, Marion, AR, 72364",Crittenden,Jeanine Marter,Countryview Preschool LLC,(870) 739-4128,marter101@sbcglobal.net,none,138,TRUE,FALSE,FALSE
47950,Tiny Toes Daycare,Licensed Child Care Family Home,Level 3,"2710 AR-358, Paragould, AR, 72450-9614",Greene,Anna Weaver,Tiny Toes Daycare,(870) 565-4147,annaweaver7575@gmail.com,,16,TRUE,FALSE,FALSE
47915,Home Away From Home Child Care,Licensed Child Care Family Home,Level 3,"813 Hubbell cove, Jonesboro, AR, 72405",Craighead,Lavella Towne,Home Away From Home Child Care,(870) 243-3432,lavellatowne@gmail.com,,10,TRUE,FALSE,FALSE
47834,Butterfly Babies Central,Child Care Center,Level 3,"318 S 12th St, Paragould, AR, 72450-4122",Greene,Heather Thompson,Bobby Thompson,(870) 240-0994,heatherthompson23842@gmail.com,,87,TRUE,FALSE,FALSE
47694,"Precious Moments Learning Center, LLC",Child Care Center,Level 3,"6785 AR-89 S, Cabot, AR, 72023-6016",Lonoke,Christen Blythe,"Precious Moments Learning Center, LLC",(501) 286-4172,pmlearningcenter@yahoo.com,,47,TRUE,FALSE,FALSE
47102,The House of Harmony,Licensed Child Care Family Home,Level 3,"513 Thayer, Little Rock, AR, 72205",Pulaski,Latarsha Epperson,The House of Harmoy,(501) 563-4147,latarshaepperson75@gmail.com,,16,TRUE,FALSE,FALSE
47086,Batesville Pre School at Sulphur Rock,Child Care Center,Level 3,"480 North Main, Sulphur Rock, AR, 72579",Independence,Melissa Mergy,Batesville Public School District,(870) 799-3149,mshaw@gobsd1.org,www.batesvilleschools.com,124,TRUE,FALSE,FALSE
46797,Early Impressions Early Learning Center,Child Care Center,Level 3,"106 Pin Oak Drive, Cabot, AR, 72023",Lonoke,Stacey Pipkins,Early Impressions Early Learning Center LLC.,(501) 743-2239,staceyphillips@hotmail.com,,101,TRUE,FALSE,FALSE
46629,ARcare Center for Education,Child Care Center,Level 3,"900 N Main St, Searcy, AR, 72143-3712",White,Dustin Jones,ARCARE,(501) 462-3483,dustin.jones@arcare.net,https://www.arcare.net/centers-for-education/,222,TRUE,FALSE,FALSE
46511,UAFS Little Lions Child Development Center,Child Care Center,Level 3,"Echols Building, 504 N Waldron Rd Rooms 201-204, Fort Smith, AR, 72903",Sebastian,Lakeisha Stinyard,University of Arkansas Fort Smith,(479) 788-7790,lakeisha.stinyard@uafs.edu,,52,TRUE,FALSE,TRUE
46112,Wonderful Beginnings Learning Center LLC,Child Care Center,Level 3,"8215 Colonel Glenn Rd, Little Rock, AR, 72204-7513",Pulaski,Andrea Williams,Wonderful Beginnings Learning Center LLC,(501) 516-0203,wonderfulbeginningslc@yahoo.com,,24,TRUE,FALSE,FALSE
46056,Gigi's Place,Child Care Center,Level 3,"1029 E Park Street, Carlisle, AR, 72024",Lonoke,Virginia Cook,Gigi's Childcare Center LLC,(870) 552-5423,virginia.bariola.cook@gmail.com,,64,TRUE,FALSE,FALSE
45898,Janna's Little Angels #2,Child Care Center,Level 3,"5615 Geyer Springs Rd, Little Rock, AR, 72209-1812",Pulaski,Lanna Harton,Janna's Little Angels LLC,(501) 246-0620,lannaharton@yahoo.com,,191,TRUE,FALSE,FALSE
45671,Turquoise Squirrel Learning Center,Child Care Center,Level 3,"104 W Elm St, Morrilton, AR, 72110-2727",Conway,Christina Lemmer,Turquoise Squirrel Learning Center LLC,(501) 652-6233,turquoisesquirrellc@gmail.com,www.turquoisesquirrel.com,94,TRUE,FALSE,FALSE
45661,Bright Haven Children's Learning Center,Child Care Center,Level 3,"1838 S. 48th St., Springdale, AR, 72762",Washington,Virginia Helmer,Bright Haven LLC,(479) 717-2344,erin@brighthavenshines.com,www.BrightHavenShines.com,262,TRUE,FALSE,FALSE
45637,Wallace Childcare EHS,Child Care Center,Level 3,"131 Quarles Lane, West Helena, AR, 72390",Phillips,Cathie Fields,Wallace Childcare and Learning Center,(870) 816-5257,cathielfields@yahoo.com,,52,TRUE,FALSE,FALSE
45409,Stepping Stones Of Jonesboro,Child Care Center,Level 3,"5429 East Nettleton, Jonesboro, AR, 72401",Craighead,Shelay Johnson,Stepping Stones of Jonesboro,(870) 253-3504,shelayj1976.sj@gmail.com,,25,TRUE,FALSE,FALSE
45218,Decatur Pre-K,Child Care Center,Level 3,"363 E JO AVE, DECATUR, AR, 72722",Benton,Shara Dorsey,Superintendent of Decatur High School District 17 Decatur Public Schools,(479) 321-5780,jturnage@decatursd.com,decatursd.com,47,FALSE,FALSE,TRUE
36320,Kid Success LLC dba Pediatrics Plus Developmental Preschool,Early Intervention Day Treatment (EIDT),Level 3,"344 Fayetteville Ave, Alma, AR, 72921-3655",Crawford,Jessica Myers,KIDS SUCCESS INC PEDIATRICS PLUS DEV PRESCHOOL,(479) 430-7603,dhscompliance@pediatricsplus.com,,284,TRUE,FALSE,FALSE
36319,Kid Success LLC dba Pediatrics Plus Developmental Preschool,Early Intervention Day Treatment (EIDT),Level 3,"2010 Chestnut Street, Van Buren, AR, 72956",Crawford,Jessica Myers,KIDS SUCCESS INC PEDIATRICS PLUS DEV PRESCHOOL,(479) 471-9600,rdavis@pediatricsplus.com,,167,TRUE,FALSE,FALSE
35236,Kid Success LLC dba Pediatrics Plus Developmental Preschool,Early Intervention Day Treatment (EIDT),Level 3,"818 4th Street, Conway, AR, 72032",Faulkner,Jessica Myers,KIDS SUCCESS INC PEDIATRICS PLUS DEV PRESCHOOL,(501) 269-4706,dhscompliance@pediatricsplus.com,,319,TRUE,FALSE,FALSE
35156,FRIENDSHIP PEDIATRIC SERVICES,Early Intervention Day Treatment (EIDT),Level 3,"605 N REYNOLDS RD, BRYANT, AR, 72022-3027",Saline,Karla Curry,FRIENDSHIP COMMUNITY CARE INC,(479) 970-7870,davisr@fccare.org,,20,TRUE,FALSE,TRUE
31434,THE LEARNING CENTER OF NORTH ARKANSAS INC,Early Intervention Day Treatment (EIDT),Level 3,"101 ROBERTA DR, HARRISON, AR, 72601-6129",Boone,Tess Richesin,The Learning Center of North Arkansas,(870) 741-6264,dmccoy@tlcna.com,,100,TRUE,TRUE,FALSE
31428,Easterseals Arkansas,Early Intervention Day Treatment (EIDT),Level 3,"1617 Brookwood Dr, Little Rock, AR, 72202-1703",Pulaski,Karye Brockert,EASTERSEALS ARKANSAS,(501) 663-6965,kbrockert@eastersealsar.com,WWW.EASTERSEALSAR.COM,200,TRUE,FALSE,FALSE
31106,MIRACLE KIDS SUCCESS ACADEMY OF PARAGOULD,Early Intervention Day Treatment (EIDT),Level 3,"1910 Rector Rd, Paragould, AR, 72450-2004",Greene,Tayler Ginn,Miracle Kids Success Academy of Paragould Inc,(870) 240-8900,shellykeller@mykidsunlimited.com,,69,FALSE,TRUE,FALSE
30999,ABC CHILDRENS ACADEMY CLARKSVILLE SITE 3/3 ANNEX,Early Intervention Day Treatment (EIDT),Level 3,"105 Cherokee Ln, Clarksville, AR, 72830-8014",Johnson,KRISTEN WHITE,Abc Childrens Academy And Developmental Center Inc,(479) 647-5080,referrals.c1@myabcca.com,,137,TRUE,TRUE,FALSE
30478,Kid Success LLC dba Pediatrics Plus Developmental Preschool,Early Intervention Day Treatment (EIDT),Level 3,"1540 Country Club Rd, Sherwood, AR, 72120-5095",Pulaski,Jessica Myers,KIDS SUCCESS INC PEDIATRICS PLUS DEV PRESCHOOL,(501) 753-5459,dhscompliance@pediatricsplus.com,,218,TRUE,TRUE,FALSE
30070,ABC CHILDRENS ACADEMY CLARKSVILLE SITE 1,Early Intervention Day Treatment (EIDT),Level 3,"108 Cherokee Ln, Clarksville, AR, 72830-8014",Johnson,KRISTEN WHITE,Abc Childrens Academy And Developmental Center Inc,(479) 567-5650,regionaldirector@myabcca.com,,76,TRUE,TRUE,TRUE
29929,ARCHILD INC,Early Intervention Day Treatment (EIDT),Level 3,"7723 Colonel Glenn Rd, Little Rock, AR, 72204-7503",Pulaski,Marti Dush,"ARCHILD, INC.",(501) 280-9195,mdush@archildschool.com,,179,TRUE,TRUE,FALSE
29273,Kid Success LLC dba Pediatrics Plus Developmental Preschool,Early Intervention Day Treatment (EIDT),Level 3,"301 N Sidney Ave, Russellville, AR, 72801-4383",Pope,Jessica Myers,KIDS SUCCESS INC PEDIATRICS PLUS DEV PRESCHOOL,(479) 890-5494,dhscompliance@pediatricsplus.com,,161,TRUE,TRUE,FALSE
29062,KIDSPOT LEARNING CENTER (1823 GRANT),Early Intervention Day Treatment (EIDT),Level 3,"1823 GRANT AVENUE SUITE D & E, Jonesboro, AR, 72401-6148",Craighead,Shelay Johnson,"KIDS PLACE LEARNING CENTER, INC",(870) 974-9114,s.tucker@kidspotnea.com,,89,TRUE,TRUE,TRUE
28776,ABC Children's Academy Dover Site 1,Early Intervention Day Treatment (EIDT),Level 3,"110 Library Rd, Dover, AR, 72837",Pope,AMANDA FARMER,Abc Childrens Academy And Developmental Center Inc,(479) 331-1305,dover@myabcca.com,abcchildrensacademy.com,43,TRUE,TRUE,FALSE
27274,KIDSPOT LEARNING CENTER,Early Intervention Day Treatment (EIDT),Level 3,"1801 Grant Ave, Jonesboro, AR, 72401-6155",Craighead,Belinda Ciganek,"KIDS PLACE LEARNING CENTER, INC",(870) 974-9114,a.ellis@kidspotnea.com,,263,TRUE,TRUE,TRUE
27209,First Baptist Church Child Care Center,Early Intervention Day Treatment (EIDT),Level 3,"312 W Seamans Dr, McGehee, AR, 71654-2232",Desha,Jonie Massey,C B King Memorial School Inc,(870) 222-9923,ember.brown@cbking.org,,133,TRUE,TRUE,FALSE
27051,CB King Eudora Campus,Early Intervention Day Treatment (EIDT),Level 3,"114 N Main St, Eudora, AR, 71640-3037",Chicot,Elizabeth Coakley,C B King Memorial School Inc,(870) 355-4114,tiffany.steen@cbking.org,,134,TRUE,TRUE,FALSE
26768,FRIENDSHIP PEDIATRIC SERVICES,Early Intervention Day Treatment (EIDT),Level 3,"1401 M ST, DANVILLE, AR, 72833",Yell,Ashley Haney,Friendship Community Care Inc,(479) 970-7870,davisr@fccare.org,,48,TRUE,TRUE,FALSE
26670,Pathfinder Preschool,Early Intervention Day Treatment (EIDT),Level 3,"2400 W Main St, Jacksonville, AR, 72076-4212",Pulaski,Debbie Scharbor,"PATHFINDER, INC.",(501) 982-4578,debbie.scharbor@pathfinderinc.org,www.pathfinderinc.org,243,FALSE,TRUE,FALSE
26256,"BUILDING BRIDGES DEVELOPMENTAL AND COMMUNITY SERVICES, INC - CABOT",Early Intervention Day Treatment (EIDT),Level 3,"207 W Plaza Boulevard, Cabot, AR, 72023",Lonoke,Janie Sexton,"BUILDING BRIDGES DEVELOPMENTAL AND COMMUNITY SERVICES, INC",(501) 628-5580,cweatherley@buildingbridgesar.org,www.lonokeexceptional.com,114,TRUE,TRUE,FALSE
26253,CB King Infant Center,Early Intervention Day Treatment (EIDT),Level 3,"1610 S 1st St, McGehee, AR, 71654-2908",Desha,Maxine Young,C B King Memorial School Inc,(870) 222-0073,tiffany.steen@cbking.org,,87,TRUE,TRUE,FALSE
25683,SOUTH ARKANSAS DEVELOPMENTAL CENTER FOR CHILDREN AND FAMILIES,Early Intervention Day Treatment (EIDT),Level 3,"910 East Liberty, El Dorado, AR, 71730",Union,Cornelia Critton,South Arkansas Devevelopment Center For Children And Families,(870) 881-4607,cornelia.critton@sadccf.org,,82,TRUE,TRUE,FALSE
24870,Kid Success LLC dba Pediatrics Plus Developmental Preschool,Early Intervention Day Treatment (EIDT),Level 3,"2740 COLLEGE AVENUE, CONWAY, AR, 72034",Faulkner,Amy Denton,KIDS SUCCESS INC PEDIATRICS PLUS DEV PRESCHOOL,(501) 329-5459,dhscompliance@pediatricsplus.com,www.pediatricsplus.com,537,TRUE,TRUE,FALSE
24820,FRIENDSHIP PEDIATRIC SERVICES,Early Intervention Day Treatment (EIDT),Level 3,"908 N REYNOLDS RD, BRYANT, AR, 72022-3035",Saline,Rebecca Davis,Friendship Community Care Inc,(479) 790-7870,davisr@fccare.org,,107,TRUE,TRUE,TRUE
24749,SUNSHINE SCHOOL AND DEVELOPMENT CENTER,Early Intervention Day Treatment (EIDT),Level 3,"3400 N Woods Ln, Rogers, AR, 72756-6712",Benton,Jarrod Reeves,Benton County Sunshine School Inc,(479) 636-3190,jarrod.reeves@nwasunshineschool.org,www.nwabcss.org,196,TRUE,TRUE,FALSE
23862,FIRST STEP INC,Early Intervention Day Treatment (EIDT),Level 3,"1625 S MAIN ST, MALVERN, AR, 72104-5600",Hot Spring,Aerah Hardin,FIRST STEP INC,(501) 337-7622,juliec@fstep.org,,148,FALSE,TRUE,FALSE
23705,Friendship Pediatric Services,Early Intervention Day Treatment (EIDT),Level 3,"272 SCHOOL ST, WEST FORK, AR, 72774",Washington,Chasity Horton,Friendship Community Care Inc,(479) 839-3349,compliance@fccare.org,,97,TRUE,TRUE,TRUE
23626,THE LEARNING CENTER OF NORTH ARKANSAS GREEN FOREST CAMPUS,Early Intervention Day Treatment (EIDT),Level 3,"311 Sparky Ct, Green Forest, AR, 72638",Carroll,Karla Gray,The Learning Center of North Arkansas,(870) 438-6699,dmccoy@tlcna.com,,153,TRUE,TRUE,TRUE
23451,ABC Children's Academy Russellville Site 1,Early Intervention Day Treatment (EIDT),Level 3,"500 E 3rd St, Russellville, AR, 72801-5204",Pope,AMANDA FARMER,Abc Childrens Academy And Developmental Center Inc,(479) 968-5048,russellville@myabcca.com,,200,TRUE,TRUE,FALSE
23063,Making Rainbows Lewisville,Early Intervention Day Treatment (EIDT),Level 3,"313 Wilson St, Lewisville, AR, 71845-8913",Lafayette,Carolyn Scott,RAINBOW OF CHALLENGES INC,(870) 777-4501,judy.watson@rocoh.org,,116,TRUE,TRUE,TRUE
22442,Easterseals Arkansas,Early Intervention Day Treatment (EIDT),Level 3,"1801 N Buerkle St, Stuttgart, AR, 72160-2519",Arkansas,Dana Conrad,EASTERSEALS ARKANSAS,(870) 672-7730,dconrad@eastersealsar.com,WWW.EASTERSEALSAR.COM,87,TRUE,FALSE,FALSE
21662,SOUTH ARKANSAS DEVELOPMENTAL CENTER FOR CHILDREN AND FAMILIES,Early Intervention Day Treatment (EIDT),Level 3,"714 W. Grove, El Dorado, AR, 71730",Union,Cornelia Critton,South Arkansas Devevelopment Center For Children And Families,(870) 863-8194,cornelia.critton@sadccs.org,,74,TRUE,TRUE,FALSE
16776,FRIENDSHIP PEDIATRIC SERVICES,Early Intervention Day Treatment (EIDT),Level 3,"502 S AR-27, Marshall, AR, 72650-7628",Searcy,Rebecca Davis,Friendship Community Care Inc,(870) 448-5976,revesk@fccare.org,,124,TRUE,TRUE,TRUE
16697,FIRST STEP INC,Early Intervention Day Treatment (EIDT),Level 3,"1717 INDUSTRIAL DR, FORDYCE, AR, 71742-7104",Dallas,Jennifer Robinson,FIRST STEP INC,(870) 352-7975,juliec@fstep.org,,272,FALSE,TRUE,FALSE
16234,HIGHLAND WEE CARE CHILD ENRICHMENT CENTER,Early Intervention Day Treatment (EIDT),Level 3,"1693 HWY 62/412, Highland, AR, 72542",Sharp,Sydney Shrable,NETWORK OF COMMUNITY OPTIONS INC.,(870) 856-5437,sydney.shrable@nco-inc.com,networkofcommunityoptions.org,60,TRUE,TRUE,FALSE
15922,HIGHLAND WEE CARE DAY CARE AND LEARNING CENTER,Early Intervention Day Treatment (EIDT),Level 3,"1647 HWY 62 412, Highland, AR, 72542-9540",Sharp,Sydney Shrable,NETWORK OF COMMUNITY OPTIONS INC.,(870) 856-4990,sydney.shrable@nco-inc.com,www.networkofcommunityoptions.org,56,TRUE,TRUE,FALSE
