Provider Name,Permit Type,Permit Number,Operator,Facility Type,Street,City,State,Zip,County,Phone,ABC Level,Last ABC Inspection Date,Capacity,Head Start,First Steps,Breastfeeding Friendly,Sleep Safe
Tracy Goodman,Registration,21388,"Tracy Goodman ",Family Child Care Home,1314 Griggs Circle,HARTSVILLE,SC,29550,Darlington,(843)-383-4683,B,02/12/2025,6,False,False,False,False
Trinity United Methodist Church Learning Center,License,15549,Kimberly Renee McKnight,Child Care Center,185 Boulevard Street N.E.,ORANGEBURG,SC,29115,Orangeburg,(803)-533-1182,B,05/05/2022,149,False,False,False,False
"True Saints Christian Daycare ",License,23484,Britany T Wheeler,Child Care Center,428 Poole Street,HARTSVILLE,SC,29550,Darlington,(843)-857-9944,B,04/03/2024,99,False,True,False,False
Turner Child Development Center,License,17549,Krystle McHoney,Child Care Center,1122 Monticello Street,West Columbia,SC,29169,Lexington,(803)-796-5849,B,03/27/2024,116,False,True,False,False
Twana Durant,License,25294,"Twana Durant ",Family Child Care Home,607 McKeithan Road,FLORENCE,SC,29501,Florence,(843)-407-7166,B,04/25/2024,6,False,False,False,False
Unique Kids,License,21639,Betty Williams,Child Care Center,956 Gap Creek Rd.,GREER,SC,29651,Spartanburg,(864)-877-0080,B,05/24/2022,106,False,False,False,False
Universal Kids School of Excellence,License,17518,"Kemperlyn Graham, Barbara A Cook",Child Care Center,1001 N. Firetower Road,BLYTHEWOOD,SC,29016,Richland,(803)-754-3500,B,06/24/2024,97,False,False,False,False
Universal Leadership & STEAM Academy,License,25995,Nikka Darby,Child Care Center," 220 North Royal Drive",IRMO,SC,29063,Richland,(803)-233-9299,B,09/18/2023,103,False,True,False,False
Vanessa Jefferies,License,16890,"Vanessa Jefferies ",Group Child Care Home,601 West Rutledge Avenue,GAFFNEY,SC,29340,Cherokee,(864)-489-2001,B,01/18/2023,12,False,False,False,False
Vanessa Palace LLC,License,24626,"Shanda Sumpter, Vanessa Simmons, Roxie C Cousar",Child Care Center,1360 S. Guignard Drive,SUMTER,SC,29150,Sumter,(803)-938-9339,B,09/11/2024,63,False,True,False,False
Vanessa R Robinson,Registration,6740,Vanessa Robinson R,Family Child Care Home,897 Fuzzy Drive,GEORGETOWN,SC,29440,Georgetown,(843)-545-8621,B,07/03/2024,6,False,False,False,False
Vanessa's Playland,License,24003,"Vanessa Simmons, Joyce McFedden, Shanda Sumpter",Child Care Center,3300 West Brewington Road,SUMTER,SC,29153,Sumter,(803)-494-9584,B,09/05/2024,46,False,True,False,False
W.H.O.L.E Child Development Center,License,25305,Alicia Janelle Dixon,Child Care Center,2460 Barhamville Road,COLUMBIA,SC,29204,Richland,(803)-888-6359,B,09/26/2023,31,False,True,False,False
Wallace Gregg Elementary,Not Licensed (Exempt),,Beverly Woods,Exempt,515 Francis Marion Rd,Florence,SC,29506,Florence,(843) 664-8481,B,09/20/2024,0,False,False,False,False
Watkins Road Head Start,Approval,841,Shalandra Jackson,Child Care Center,205 Watkins Road,Greenville,SC,29617,Greenville,(864)-294-8565,B,10/10/2023,114,False,False,False,False
Watkins-Nance Elementary,Not Licensed (Exempt),,Goliath Brunson,Exempt,2525 Brahamville Rd,Columbia,SC,29204,Richland,(803) 231-3300,B,05/10/2023,0,False,False,False,False
"We Care For Children, CDC",License,23683,Hester Marie Haynes,Child Care Center,4319 Rivers Ave,North Charleston,SC,29405,Charleston,(843)-554-8378,B,07/12/2024,210,False,True,False,False
Welfare Baptist CDC,License,17190,Caitlin J Sorber,Child Care Center,2176 Bolt Drive,BELTON,SC,29627,Anderson,(864)-328-9113,B,10/12/2022,99,False,True,False,False
West Ashley Wee Care Preschool,License,17788,Loraine Doctor,Child Care Center,715 Yew Street,CHARLESTON,SC,29407,Charleston,(843)-556-0363,B,09/02/2022,29,False,False,False,False
"Westside Head Start ",Approval,22908,Yolanda Bowman,Child Care Center,1206 Gadsden Street,Anderson,SC,29624,Anderson,(864)-224-8586,B,08/30/2023,230,True,False,False,False
Willowdale Children's Academy,License,25588,Shelby Owen Stickley,Child Care Center,104 Snapdragon Court,CHAPIN,SC,29036,Lexington,(803)-941-7309,B,09/06/2023,283,False,False,False,False
Wilson's Day Care & Learning Center,License,17974,Daisy Wilson,Child Care Center,501 Lawrence Street,KINGSTREE,SC,29556,Williamsburg,(843)-354-6270,B,04/12/2024,83,False,True,False,False
Windsor West Child Development Center,License,17756,Jennifer Colleen Thomas,Child Care Center,4274 Augusta Rd.,LEXINGTON,SC,29072,Lexington,(803)-356-3456,B,05/16/2024,114,False,False,False,False
Woodfield Enrichment Center,License,17853,Tonya Holmes,Child Care Center,2540 Kneece Road,COLUMBIA,SC,29223,Richland,(803)-865-7151,B,05/06/2022,166,False,False,False,False
Woods Road Head Start Center,Approval,24356,Jacqueline Johnson,Child Care Center,1400 Woods Road,FLORENCE,SC,29501,Florence,(843)-678-3427,B,09/26/2023,100,True,False,False,False
Wright Way Child Development Center,License,21354,Lashondia Maria Wright,Child Care Center,639 Torrington Road,EUTAWVILLE,SC,29048,Orangeburg,(803)-492-7295,B,08/31/2022,128,False,True,False,False
Wright's Day Care Center,License,16922,Lillie Ann Wright,Child Care Center,1821 Bonner Avenue,SANTEE,SC,29142,Orangeburg,(803)-854-2976,B,08/19/2024,182,False,True,False,False
Your Neighborhood Childcare and Development Center,License,25024,Sylvia Jane Wolfe,Child Care Center,1100 Creel Street,CONWAY,SC,29526,Horry,(843)-248-0560,B,09/24/2024,144,False,True,False,False
"1st Steps Infant Care, Inc. ",License,24613,Deldena Graham,Child Care Center,"4515 Old Kings Hwy ",MURRELLS INLET,SC,29576,Georgetown,(843)-651-4586,C,01/27/2025,45,False,False,True,False
96 Junction,License,22060,Deborah Ryans,Child Care Center,200 S. Cambridge Street,NINETY SIX,SC,29666,Greenwood,(864)-543-5888,C,03/29/2022,24,False,False,False,False
"A Perfect Start Child Care, LLC",License,25234,"Sherry Ladd, Elisabeth-Rose B Weatherford",Child Care Center,103 Saleeby Loop,DARLINGTON,SC,29532,Darlington,(843)-944-5070,C,10/25/2024,180,False,True,False,False
"Abby's Learning Academy, Inc.",License,23983,Deborah Ann Miller,Child Care Center,103 S. Lee Avenue,Landrum,SC,29356,Spartanburg,(864)-457-4460,C,06/30/2022,73,False,False,False,False
Above and Beyond Child Development Center,License,24652,Bridget Rollings Jones,Child Care Center,7951 Dorchester Rd,North Charleston,SC,29418,Dorchester,(843)-974-4277,C,04/04/2024,119,False,False,False,False
Abundant Life Child Development Center,License,23092,April Coleman,Child Care Center,630 Farrs Bridge Road,GREENVILLE,SC,29611,Greenville,(864)-246-3111,C,04/09/2024,125,False,False,False,False
Academic Technology & Well,Not Licensed (Exempt),,Yolanda Kennedy,Exempt,122 E Robinson Street,Gaffney,SC,29340-2445,Cherokee,(864) 514-3124,C,08/15/2023,0,False,False,False,False
Academy For Little People,License,23003,Tanya Zachary Morris,Child Care Center,1104 Red Bank Road,GOOSE CREEK,SC,29445,Berkeley,(843)-797-7282,C,06/24/2022,112,False,False,False,False
Academy of Learning & Development Center,License,21756,Tara A Maddox,Child Care Center,1709 Kateway Drive,GREENWOOD,SC,29646,Greenwood,(864)-229-3207,C,04/13/2022,69,False,False,False,False
Adams Run Children Academy,License,15951,Oviolet J Oree,Child Care Center,5166 Highway 174,Adams Run,SC,29426,Charleston,(843)-889-6076,C,11/13/2023,144,False,False,False,False
Adrian Michelle McFadden,Registration,25740,Adrian McFadden Michelle,Family Child Care Home,133 Garden Spring Road,COLUMBIA,SC,29209,Richland,(803)-587-2079,C,12/18/2024,5,False,False,False,False
Alberta Gamble,Registration,7081,"Alberta Gamble ",Family Child Care Home,740 Gamble Lane,LAKE CITY,SC,29560,Florence,(843)-394-8956,C,03/22/2024,6,False,False,False,False
Aleathea Williams,Registration,18317,"Aleathea Williams ",Family Child Care Home,14 Cogburn Court,COLUMBIA,SC,29229,Richland,(803)-348-0841,C,03/22/2024,6,False,False,False,False
Aletha Fonta Simpson,Registration,18643,Aletha Simpson Fonta,Family Child Care Home,11 Randall Street,WILLIAMSTON,SC,29697,Anderson,(864)-847-1852,C,12/06/2024,6,False,False,False,False
Alexis Collier,Registration,24195,"Alexis Collier ",Family Child Care Home,219 Sudlow Ridge Road,NORTH AUGUSTA,SC,29841,Aiken,(803)-292-2649,C,11/29/2022,6,False,False,False,False
Alice Miller,Registration,25439,"Alice Miller ",Family Child Care Home,1065 S. Innovation Dr.,BLUFFTON,SC,29910,Beaufort,(843)-540-6875,C,09/18/2024,6,False,False,False,False
All About Faith Learning Center,License,25881,Sabrina Savage,Child Care Center,805 William Hardin,COLUMBIA,SC,29223,Richland,(803)-834-5484,C,04/08/2024,36,False,False,False,False
All Smiles Child Development Center,License,24782,"Tonya L Watkins, Corteshia Bailey, Shantimeus McCleod",Child Care Center,1101 Albright Road,ROCK HILL,SC,29730,York,(803)-327-0233,C,07/20/2022,49,False,False,False,False
Althea Bruce,Registration,24879,"Althea Bruce ",Family Child Care Home,4860 Charleston Highway,Rowesville,SC,29133,Orangeburg,(803)-747-4487,C,08/01/2024,6,False,False,False,False
Alvatine Ham,Registration,25560,"Alvatine Ham ",Family Child Care Home,1205 Oleander Drive,DARLINGTON,SC,29540,Darlington,(843)-496-7266,C,10/17/2024,6,False,False,False,False
Amanda Tate,Registration,25499,"Amanda Tate ",Family Child Care Home,324 Pittsdowne Road,COLUMBIA,SC,29210,Richland,(803)-497-4308,C,01/26/2023,6,False,False,False,False
Amy Maria Fleming,License,26243,Amy Fleming Maria,Family Child Care Home,224 Shell Mound Ct,WEST COLUMBIA,SC,29170,Lexington,(803)-530-8404,C,03/06/2025,5,False,False,False,False
Angel Laurel Bailey,Registration,24460,Angel Bailey Laurel,Family Child Care Home,245 Blue Gill Lane,RIDGELAND,SC,29936,Jasper,(843)-476-5888,C,09/20/2024,6,False,False,False,False
Angel Oak Elementary Kaleidoscope,Approval,25867,Harold J Sanders,Child Care Center,6134 Chisholm Road,JOHNS ISLAND,SC,29455,Charleston,(843)-559-6412,C,10/14/2024,400,False,False,False,False
"Angela's Alphabets Adventure Child Development Center ",License,25926,Angela Mack,Child Care Center,305 Lamar Highway Suite A,DARLINGTON,SC,29532,Darlington,(843)-944-0300,C,07/23/2024,20,False,False,False,False
Angelia Plowden,License,26162,"Angelia Plowden ",Family Child Care Home,445 Grand National Lane,ELGIN,SC,29045,Richland,(772)-240-9216,C,11/18/2024,5,False,False,False,False
"Angels ""R"" Us",License,17505,Lisa C Whited,Child Care Center,854 Rocky River Road,LANCASTER,SC,29720,Lancaster,(803)-289-1927,C,05/18/2022,56,False,False,False,False
Anissa Shiflet,Registration,9129,"Anissa Shiflet ",Family Child Care Home,503 Crescentwood Ct.,TAYLORS,SC,29687,Greenville,(864)-609-5856,C,12/10/2024,6,False,False,False,False
"Ann and Andy Daycare ",License,23017,Eva Gore,Child Care Center,3067 Hwy. 701 North,Conway,SC,29526,Horry,(843)-365-9450,C,11/07/2024,48,False,False,False,False
Ann and Andy Daycare #2,License,24900,Amanda Boyd,Child Care Center,1205 Main Street,CONWAY,SC,29526,Horry,(843)-488-9450,C,05/24/2024,58,False,False,False,False
Annette Nettles,Registration,25972,"Annette Nettles ",Family Child Care Home,"107 Waylon Dr. ",SUMMERVILLE,SC,29483,Berkeley,(843)-260-4299,C,01/06/2025,6,False,False,False,False
April Foster,Registration,22395,"April Foster ",Family Child Care Home,4813 Hamby Street,COLUMBIA,SC,29203,Richland,(803)-661-6457,C,03/13/2025,5,False,False,False,False
Aqueelah Goins,Registration,25831,"Aqueelah Goins ",Family Child Care Home,111 Wheat Road,WINNSBORO,SC,29180,Fairfield,(803)-718-1112,C,09/04/2024,6,False,False,False,False
Archway Academy #3,License,17487,"Quanette Washington, Stacy Harrington",Child Care Center,"2049 McCrays Mill Road ",SUMTER,SC,29154,Sumter,(803)-773-6480,C,10/30/2024,240,False,False,False,False
Archway Academy #6,License,24785,Amanda Diane Tate,Child Care Center,416 S Wise Drive,SUMTER,SC,29150,Sumter,(803)-773-4300,C,10/30/2024,174,False,False,False,False
Archway Academy #7,License,25241,Caitlin Hoyt,Child Care Center,241 Old Summerville Rd,SUMMERVILLE,SC,29486,Berkeley,(843)-875-8096,C,11/13/2023,200,False,False,False,False
Arlene Burton,Registration,21147,"Arlene Burton ",Family Child Care Home,2601 Harvey Road,BEAUFORT,SC,29902,Beaufort,(843)-521-1173,C,09/13/2024,6,False,False,False,False
Arnette Washington,License,25755,"Arnette Washington ",Family Child Care Home,107 Woodstork Dr,GOOSE CREEK,SC,29445,Berkeley,(843)-642-3841,C,10/14/2022,6,False,False,False,False
Ashley Fields,Registration,25911,"Ashley Fields ",Family Child Care Home,3675 South Okatie Highway,HARDEEVILLE,SC,29927,Jasper,(843)-338-6592,C,08/09/2024,6,False,False,False,False
Ashley Hartley,Registration,25883,"Ashley Hartley ",Family Child Care Home,546 Foremost Dr,LEXINGTON,SC,29073,Lexington,(803)-960-4287,C,02/05/2025,6,False,False,False,False
Asia Marlena Carree,Registration,23415,Asia Carree Marlena,Family Child Care Home,105 Hidden Pines Road,COLUMBIA,SC,29229,Richland,(803)-462-6798,C,03/15/2024,5,False,False,False,False
Audra Graham,License,25409,"Audra Graham ",Family Child Care Home,1585 Joann Branch Road,LAKE VIEW,SC,29563,Dillon,(843)-268-1023,C,08/27/2024,6,False,False,False,False
Aujeannette Mitchell,Registration,24746,"Aujeannette Mitchell ",Family Child Care Home,1380 Hollythorne Drive,ROCK HILL,SC,29732,York,(803)-246-1047,C,,6,False,False,False,False
Aunt Sarah's Childcare Center,License,24742,Sarah M. Green,Child Care Center,1329 Pope Street,TURBEVILLE,SC,29162,Clarendon,(843)-659-5437,C,07/12/2024,99,False,False,False,False
Aynor Child Development Center,License,25115,Shelly Anne Sellers,Child Care Center,802 12th Ave,AYNOR,SC,29511,Horry,(843)-385-1106,C,04/12/2024,52,False,False,False,False
"Aynor Kiddie Care, LLC",License,14648,Vicki Rabon,Child Care Center,343 7th Avenue,AYNOR,SC,29511,Horry,(843)-358-8416,C,02/23/2024,42,False,False,False,False
Barbara Farley,Registration,22035,"Barbara Farley ",Family Child Care Home,3263 S. Brandy Circle,FLORENCE,SC,29505,Florence,(843)-407-5216,C,10/15/2024,6,False,False,False,False
Barbara Smalls,Registration,22125,"Barbara Smalls ",Family Child Care Home,1630 Summers Dr.,RIDGEVILLE,SC,29472,Dorchester,(843)-873-0529,C,12/14/2022,6,False,False,False,False
Barnwell Early Learning Academy,License,25159,Randi Parker,Child Care Center,10986 Ellenton Street,BARNWELL,SC,29812,Barnwell,(803)-621-2542,C,01/30/2024,78,False,True,False,False
Be Great Academy- Boundary Elementary,License,26057,Ieyisha Wise,Child Care Center,1406 Boundary Street,NEWBERRY,SC,29108,Newberry,(803)-447-3947,C,09/19/2023,72,False,False,False,False
Beach Family Worship Cente,Not Licensed (Exempt),,Scott Saba,Exempt,133 Hwy 707 Connector,Myrtle Beach,SC,29588,Horry,(843) 215-7895,C,09/04/2024,0,False,False,False,False
Belinda Harris,Registration,25735,"Belinda Harris ",Family Child Care Home,200 Pine Creek Court Ext J140,GREENVILLE,SC,29605,Greenville,(864)-593-5895,C,12/09/2024,6,False,False,False,False
Belmont Luxury Precious Moments Child Care & Learning Center,License,24690,Annette Davis,Child Care Center,301 Smith Street,BOWMAN,SC,29018,Orangeburg,(803)-829-3399,C,06/12/2024,106,False,False,False,False
Benetta Rodgers,Registration,25366,"Benetta Rodgers ",Family Child Care Home,410 Morris Farm Road,JONESVILLE,SC,29353,Union,(864)-377-9162,C,05/08/2024,6,False,False,False,False
Bethel UMC,License,21391,Pat Hendrix,Child Care Center,1705 Lockhart Hwy.,Union,SC,29379,Union,(864)-427-9715,C,06/01/2022,73,False,False,False,False
Bettie Jean Kittrell,Registration,8952,Bettie Kittrell Jean,Family Child Care Home,202 Lee Street,Sumter,SC,29150,Sumter,(803)-775-1557,C,12/04/2024,6,False,False,False,False
Beverly Fulton-Timmons,License,26011,"Beverly Fulton-Timmons ",Family Child Care Home,527 Moresby Way,COLUMBIA,SC,29223,Richland,(803)-667-0416,C,12/11/2024,5,False,False,False,False
Beverly Luchea Anderson,Registration,21091,Beverly Anderson Luchea,Family Child Care Home,"10 Barker Ct. ",Hardeeville,SC,29927,Jasper,(843)-784-3804,C,12/11/2024,6,False,False,False,False
Beyond Blessed & Company,Not Licensed (Exempt),,Danyielle Oree,Exempt,102 A Harmon Street,Lexington,SC,29072,Lexington,(803) 728-9419,C,09/20/2023,0,False,False,False,False
Beyond Our Dreams Daycare,License,25980,Andrea Leggett,Child Care Center,212 Dinkins Street,MANNING,SC,29102,Clarendon,(803)-696-4111,C,02/13/2025,41,False,False,False,False
Big Blue Marble Academy-04,License,24813,Mariah Taylor Shockley,Child Care Center,888 Springdale Drive,CLINTON,SC,29325,Laurens,(864)-938-1100,C,06/29/2022,136,False,False,False,False
Big Imaginations CDC,License,24892,Monique Robinson,Child Care Center,"107 Saint James Avenue, Suite B3",GOOSE CREEK,SC,29445,Berkeley,(843)-990-9666,C,09/09/2022,40,False,False,False,False
Big Imaginations CDC,License,25272,Jillian Stebbins,Child Care Center,105 Saint James Ave  ste A&B,GOOSE CREEK,SC,29445,Berkeley,(843)-207-4636,C,09/08/2023,58,False,False,False,False
Blessed Generations Day Care,License,22582,Tina Brown,Child Care Center,110 Boone Street,SUMMERVILLE,SC,29483,Dorchester,(843)-873-5565,C,08/03/2022,25,False,False,False,False
Blessed Lil One's,License,25568,Robbie Elaine Lewis,Child Care Center,2911 South Pine Street,SPARTANBURG,SC,29302,Spartanburg,(864)-804-3949,C,09/01/2023,145,False,False,False,False
Blossom Child Care,License,25286,"Cortney Washington, Chelsey A Warren",Child Care Center,2113 Ninety Six Hwy,NINETY SIX,SC,29666,Greenwood,(864)-970-0053,C,03/23/2023,120,False,False,False,False
Bountiful Blessings Daycare LLC,License,25804,Nazarene Rice Black,Child Care Center,1342 Omarest Drive,COLUMBIA,SC,29210,Richland,(803)-873-2537,C,06/20/2024,76,False,False,False,False
Boys & Girls Club Of The M,Not Licensed (Exempt),,June Booth,Exempt,Ben Arnold Memorial,Columbia,SC,29205,Richland,(803) 767-3567,C,05/17/2023,0,False,False,False,False
Boys & Girls Club Pomaria Garmany Elementary,License,26059,Brittany Lynnette Chapman,Child Care Center,7288 US highway 176,POMARIA,SC,29126,Newberry,(803)-348-3517,C,09/13/2023,81,False,False,False,False
Brenda Meacham,Registration,22289,"Brenda Meacham ",Family Child Care Home,6635 Bent Creek Drive,NORTH CHARLESTON,SC,29420,Dorchester,(843)-225-9807,C,09/19/2024,6,False,False,False,False
Bridget Abraham,Registration,9382,"Bridget Abraham ",Family Child Care Home,1011 West 12th Avenue,LAKE VIEW,SC,29563,Dillon,(843)-759-9604,C,07/08/2024,6,False,False,False,False
