Certificate Number,Account Name,Type,Status,Certificate Effective Date,Certificate Expiration Date,Physical County,Physical Street,Physical City,Physical State/Province,Physical Zip/Postal Code,Phone,Capacity-Infants,Capacity-One-Year-Olds,School Aged,Capacity-Total Licensed,License Tier,Approved To,
CDC-1596,First Presbyterian Preschool Of Mesa,Child Care Center,Active,9/1/2023,8/31/2024,MARICOPA,161 North Mesa Drive,Mesa,AZ,85201,4808357877,0,0,,59,11-59 licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-2093,First Southern Christian School,Child Care Center,Active,12/1/2023,11/30/2024,PIMA,445 East Speedway,Tucson,AZ,85705,5206249797,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13756,First Steps Childcare,Child Care Center,Active,2/1/2024,1/31/2025,YAVAPAI,1025 South Kelli Lane,Cottonwood,AZ,86326,9286463377,5,11,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-12941,First Steps Preschool,Child Care Center,Active,10/1/2021,9/30/2024,MARICOPA,3110 North Hayden Road,Scottsdale,AZ,85251,4809495552,0,0,Licensed,97,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020028CGHUD85188401,First steps Preschool LLC,Child Care Group Home,Active,1/24/2024,1/23/2025,Yuma,1350 E Monreal Ln,San Luis,AZ,85349,9289196562,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-12012,First United Methodist Church Of Gilbert Preschool,Child Care Center,Active,6/1/2024,5/31/2025,MARICOPA,331 South Cooper Road,Gilbert,AZ,85233,4808929166,0,0,,59,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-0807,First United Methodist Preschool/Day Care Center,Child Care Center,Active,7/1/2024,6/30/2025,GRAHAM,1020 S 10th Avenue,Safford,AZ,85546,9284281167,0,0,,44,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-9724,Fit N' Fun Educational Center,Child Care Center,Active,4/1/2024,3/31/2025,MARICOPA,1700 East Elliot Road - #9,Tempe,AZ,85284,4806321940,7,15,Licensed,169,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020104CGHHA59540247,Five Little Stars,Child Care Group Home,Active,4/2/2024,4/1/2025,Yuma,3047 South Orlando Avenue,Yuma,AZ,85365,9282190997,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-17221,Flagstaff Christian Preschool,Child Care Center,Active,8/1/2023,7/31/2024,COCONINO,2366 North Steves Blvd Ste B,Flagstaff,AZ,86004,9282260696,0,0,Licensed,40,11-59 licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-8972,Flagstaff Cooperative Preschool,Child Care Center,Active,8/1/2024,7/31/2025,COCONINO,850 North Bonita Street,Flagstaff,AZ,86001,9287791441,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-10923,Flagstaff Cooperative Preschool @ Puente de Hozho,Child Care Center,Active,8/1/2024,7/31/2025,COCONINO,3401 North 4th Street,Flagstaff,AZ,86004,9282261209,0,0,,25,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-11778,Flagstaff Junior Academy Children's House,Child Care Center,Active,1/1/2024,12/31/2024,COCONINO,306 West Cedar,Flagstaff,AZ,86001,9287746007,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-17807,Flip City Gym-N-Learn,Child Care Center,Active,2/1/2024,1/31/2025,YAVAPAI,614 South Airpark Road,Cottonwood,AZ,86326,9286392852,0,0,,49,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-10719,Florence Head Start,Child Care Center,Active,8/1/2024,7/31/2025,PINAL,40 East Celaya Street,Florence,AZ,85232,5208688940,0,12,,52,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; 3/4/5-year-old Care,
CDC-9460,Foresight Learning Center,Child Care Center,Active,11/1/2023,10/31/2024,COCONINO,8245 Kochfield Road,Flagstaff,AZ,86004,9285278337,0,0,Licensed,49,11-59 licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-18922,Foundations Early Education Academy,Child Care Center,Active,1/1/2024,12/31/2024,MARICOPA,1720 East Broadway Road,Phoenix,AZ,85040,6026123591,6,5,,45,11-59 licensed capacity,Full-Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-19217,Fountain Oasis Preschool Llc,Child Care Center,Active,3/28/2022,3/27/2025,Maricopa,15249 North Fountainhills Boulevard,Fountain Hills,AZ,85268,4805641150,7,15,Licensed,107,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020156CDCVZ23673912,Fowler Elementary School,Child Care Center,Active,8/10/2023,8/9/2024,Maricopa,6707 West Van Buren Street,Phoenix,AZ,85043,4802558762,0,0,Licensed,40,11-59 licensed capacity,Full-Day Care; Part Day Care; School-Age Child Care,
CDC-17621,Franklin Phonetic Primary School Sunnyslope Preschool,Child Care Center,Active,8/1/2022,7/31/2025,MARICOPA,9317 North 2nd Street,Phoenix,AZ,85020,6028706674,0,0,Licensed,25,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-16506,Friendly House Early Childhood Development Center,Child Care Center,Active,1/1/2022,12/31/2024,MARICOPA,201 East Durango Street,Phoenix,AZ,85004,6022584353,0,0,Licensed,50,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-17400,From Time 2 Time,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,7440 East Main Street #9,Mesa,AZ,85207,4806542019,11,10,Licensed,65,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-18749,Fun Place Childcare & Preschool,Child Care Center,Active,11/1/2023,10/31/2024,PIMA,2450 North Huachuca Drive,Tucson,AZ,85745,5208824308,11,10,Licensed,86,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-12323,G.B.S.D.#24 - Gila Bend School District Preschool,Child Care Center,Active,11/1/2023,10/31/2024,MARICOPA,777 North Logan,Gila Bend,AZ,85337,9286832225,0,0,,59,11-59 licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-18779,G.C.U.S.D.#4 - Grand Canyon Preschool,Child Care Center,Active,12/1/2023,11/30/2024,COCONINO,100 Boulder Street,Grand Canyon,AZ,86023,9286382461,0,0,,15,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-6931,G.E.S.D.#32 - San Luis Preschool,Child Care Center,Active,7/1/2024,6/30/2025,YUMA,1055 North Main Street,San Luis,AZ,85349,9286276961,0,0,,154,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-7181,G.E.S.D.#40 - Bicentennial South Community Ed/ Extended Day,Child Care Center,Active,10/1/2021,9/30/2024,MARICOPA,7240 West Colter Street,Glendale,AZ,85303,6232375275,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-7180,G.E.S.D.#40 - Desert Garden Community Ed Preschool,Child Care Center,Active,1/1/2024,12/31/2024,MARICOPA,7020 West Ocotillo Road,Glendale,AZ,85303,6232375401,0,0,,165,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-6355,G.E.S.D.#40 - Glendale American School Community Ed./ Extended Day,Child Care Center,Active,10/1/2023,9/30/2024,MARICOPA,8530 North 55th Avenue,Glendale,AZ,85302,6238428286,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-6621,G.E.S.D.#40 - Horizon Extended Day,Child Care Center,Active,1/1/2024,12/31/2024,MARICOPA,8520 North 47th Avenue,Glendale,AZ,85302,6232375087,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; School-Age Child Care,
CDC-15108,G.E.S.D.#40 - Sunset Vista Community Ed. / Extended Day,Child Care Center,Active,9/1/2021,8/31/2024,MARICOPA,7775 West Orangewood Avenue,Glendale,AZ,85303,6232374017,0,0,,59,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-9583,G.P.S. - Ashland Ranch Elementary,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,1945 South Ashland Ranch Road,Gilbert,AZ,85295,4809179900,0,0,Licensed,185,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9594,G.P.S. - Augusta Ranch Elementary,Child Care Center,Active,3/1/2024,2/28/2025,MARICOPA,9430 East Neville Avenue,Mesa,AZ,85209,4806352011,0,0,Licensed,180,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9545,G.P.S. - Boulder Creek Elementary,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,8045 East Portobello Avenue,Mesa,AZ,85212,4805071404,0,0,Licensed,500,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-15629,G.P.S. - Burk Elementary,Child Care Center,Active,11/1/2023,10/31/2024,MARICOPA,545 North Burk Street,Gilbert,AZ,85234,4802090878,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-14953,G.P.S. - Campo Verde High School- Toybox,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,3870 South Quartz Street,Gilbert,AZ,85297,6026471040,0,0,,46,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-10078,G.P.S. - Canyon Rim Elementary,Child Care Center,Active,4/1/2024,3/31/2025,MARICOPA,3045 South Canyon Rim Road,Mesa,AZ,85212,4809843216,0,0,Licensed,525,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-10173,G.P.S. - Carol Rae Ranch Elementary,Child Care Center,Active,4/1/2024,3/31/2025,MARICOPA,3777 East Houston Avenue,Gilbert,AZ,85234,4805071359,0,0,Licensed,59,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-14800,G.P.S. - Desert Ridge High Toy Box Preschool,Child Care Center,Active,5/1/2024,4/30/2025,MARICOPA,10045 East Madero Avenue,Mesa,AZ,85209,4809848947,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9544,G.P.S. - Finley Farms Elementary,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,375 South Columbus Drive,Gilbert,AZ,85296,4805071624,0,0,Licensed,288,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-15947,G.P.S. - Gilbert Elementary,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,175 West Elliot Road,Gilbert,AZ,85233,4808928624,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-6063,G.P.S. - Gilbert High School Toybox,Child Care Center,Active,9/1/2023,8/31/2024,MARICOPA,1101 East Elliot Road,Gilbert,AZ,85234,4805458655,0,0,,32,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-10260,G.P.S. - Greenfield Elementary,Child Care Center,Active,3/1/2024,2/28/2025,MARICOPA,2550 East Elliot Road,Gilbert,AZ,85234,4808922801,0,0,Licensed,685,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-18997,G.P.S. - Greenfield Jr. High,Child Care Center,Active,3/1/2024,2/28/2025,MARICOPA,101 South Greenfield Road,Gilbert,AZ,85234,4808182690,0,0,Licensed,365,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
0020275CDCPS07580138,G.P.S. Harris Elementary,Child Care Center,Active,7/26/2024,7/25/2025,Maricopa,1820 South Harris Drive,Mesa,AZ,85204,4805457060,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-6243,G.P.S. - Highland High School - Toybox,Child Care Center,Active,3/1/2024,2/28/2025,MARICOPA,4301 East Guadalupe Road,Gilbert,AZ,85234,4805691934,0,0,,39,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-12833,G.P.S. - Highland Park Elementary,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,230 North Cole Drive,Gilbert,AZ,85234,4808929089,0,0,Licensed,545,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-10080,G.P.S. - Islands Elementary,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,245 South Mcqueen Road,Gilbert,AZ,85233,4805071614,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-12303,G.P.S. - Meridian Elementary - Community Education,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,3900 South Mountain Road,Mesa,AZ,85212,4804977032,0,0,Licensed,105,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9547,G.P.S. - Mesquite Elementary,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,1000 East Mesquite Street,Gilbert,AZ,85296,4808131240,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-8182,G.P.S. - Mesquite High School Toybox,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,500 South Mcqueen Road,Gilbert,AZ,85233,4802399981,0,0,Licensed,25,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9582,G.P.S. - Neely Traditional Academy,Child Care Center,Active,8/1/2022,7/31/2025,MARICOPA,500 East Houston Avenue,Gilbert,AZ,85296,4804979790,0,0,Licensed,685,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-8958,G.P.S. - Patterson Elementary School,Child Care Center,Active,9/1/2021,8/31/2024,MARICOPA,1211 East Guadalupe Road,Gilbert,AZ,85234,4808922803,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9584,G.P.S. - Pioneer Elementary,Child Care Center,Active,7/31/2022,7/31/2025,MARICOPA,1535 North Greenfield Road,Gilbert,AZ,85234,4808927977,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9546,G.P.S. - Playa Del Rey Elementary,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,550 North Horne Street,Gilbert,AZ,85233,4808927810,0,0,Licensed,185,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13670,G.P.S. - Quartz Hill Elementary,Child Care Center,Active,8/1/2022,7/31/2025,MARICOPA,3680 South Quartz Street,Gilbert,AZ,85297,4802056802,0,0,Licensed,500,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9551,G.P.S. - Settler's Point Elementary,Child Care Center,Active,8/1/2022,7/31/2025,MARICOPA,423 East Settlers Point Drive,Gilbert,AZ,85296,4805071481,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9550,G.P.S. - Sonoma Ranch Elementary,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,601 North Key Biscayne Drive,Gilbert,AZ,85234,4802395160,0,0,Licensed,500,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-10747,G.P.S. - Spectrum Elementary School,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,2846 South Spectrum Way,Gilbert,AZ,85295,4809170117,0,0,Licensed,305,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-16320,G.P.S. - Superstition Springs Elementary,Child Care Center,Active,7/1/2024,6/30/2025,MARICOPA,7125 East Monterey Avenue,Mesa,AZ,85209,4806416413,0,0,Licensed,185,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9595,G.P.S. - Towne Meadows Elementary,Child Care Center,Active,10/1/2023,9/30/2024,MARICOPA,1101 North Recker Road,Higley,AZ,85236,4802056802,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9590,G.P.S. - Val Vista Lakes Elementary,Child Care Center,Active,10/1/2023,9/30/2024,MARICOPA,1030 North Blue Grotto Drive,Gilbert,AZ,85234,4809266301,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-18791,G.U.H.S.D.#205 - Apollo Preschool Coop,Child Care Center,Active,1/1/2024,12/31/2024,MARICOPA,8045 North 47th Avenue,Glendale,AZ,85302,6234356376,0,0,,31,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-16381,G.U.H.S.D.#205 - Moon Valley High School C.O.O.P.,Child Care Center,Active,10/1/2021,9/30/2024,MARICOPA,3625 West Cactus Road,Phoenix,AZ,85029,6239158144,0,0,,45,11-59 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
CDC-13587,G.U.H.S.D.#205 - Washington High School Coop Preschool,Child Care Center,Active,7/31/2022,7/31/2025,MARICOPA,2217 West Glendale Avenue,Phoenix,AZ,85021,6239158480,0,0,,25,11-59 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
CDC-14056,G.U.S.D.#1 - Copper Rim Elementary School,Child Care Center,Active,7/1/2024,6/30/2025,GILA,1600 East Mesquite,Globe,AZ,85501,9284025800,0,0,,85,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
SGH-18036,Gabby's Family Child Care,Child Care Group Home,Active,9/1/2023,8/31/2024,YUMA,1732 West 26th Drive,Yuma,AZ,85364,9283297224,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care; Evening/Nighttime Care,
0020065CGHGC46365645,GalaMundi Bilingual Childcare,Child Care Group Home,Active,9/5/2023,9/4/2024,Coconino,2729 East Lewis Drive,Flagstaff,AZ,86004,928-766-4329,0,0,,10,1-10 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
SGH-18863,Garcia's Child Care,Child Care Group Home,Active,7/1/2024,6/30/2025,PIMA,5600 South Country Club Road #168,Tucson,AZ,85706,5203095297,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care; Weekend Care; Evening/Nighttime Care,
0020087CGHTG46139960,Garcia's family care providers,Child Care Group Home,Active,2/14/2024,2/13/2025,Pima,9110 West Henry Street,Tucson,AZ,85735,5208709015,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care; Weekend Care; Evening/Nighttime Care,
0020123CGHKH07085872,Garcia Family Childcare LLC,Child Care Group Home,Active,7/23/2024,7/22/2025,Pima,3790 East Felix Boulevard,Tucson,AZ,85706,520-304-3303,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care; Evening/Nighttime Care,
CDC-16208,Garden City Child Development Center - Buckeye,Child Care Center,Active,7/1/2024,6/30/2025,MARICOPA,406 North 1st Street,Buckeye,AZ,85326,6233862246,5,17,Licensed,53,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-13413,Garden Lakes Christian Academy DBA Avondale Christian Preschool,Child Care Center,Active,8/1/2022,7/31/2025,MARICOPA,2517 North 107th Avenue,Avondale,AZ,85323,6239369147,13,11,Licensed,134,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
